"Protein"	"Organism"	"DEP"
"sp|O00291|HIP1_HUMAN"	"HUMAN"	"0"
"sp|O00299|CLIC1_HUMAN"	"HUMAN"	"0"
"sp|O00303|EIF3F_HUMAN"	"HUMAN"	"0"
"sp|O00330|ODPX_HUMAN"	"HUMAN"	"0"
"sp|O00399|DCTN6_HUMAN"	"HUMAN"	"0"
"sp|O00410|IPO5_HUMAN"	"HUMAN"	"0"
"sp|O00422|SAP18_HUMAN"	"HUMAN"	"0"
"sp|O00425|IF2B3_HUMAN"	"HUMAN"	"0"
"sp|O00429|DNM1L_HUMAN"	"HUMAN"	"0"
"sp|O00442|RTCA_HUMAN"	"HUMAN"	"0"
"sp|O00479|HMGN4_HUMAN"	"HUMAN"	"0"
"sp|O00483|NDUA4_HUMAN"	"HUMAN"	"0"
"sp|O00487|PSDE_HUMAN"	"HUMAN"	"0"
"sp|O00505|IMA4_HUMAN"	"HUMAN"	"0"
"sp|O00541|PESC_HUMAN"	"HUMAN"	"0"
"sp|O00566|MPP10_HUMAN"	"HUMAN"	"0"
"sp|O00567|NOP56_HUMAN"	"HUMAN"	"0"
"sp|O00571|DDX3X_HUMAN"	"HUMAN"	"0"
"sp|O00584|RNT2_HUMAN"	"HUMAN"	"0"
"sp|O00625|PIR_HUMAN"	"HUMAN"	"0"
"sp|O00629|IMA3_HUMAN"	"HUMAN"	"0"
"sp|O00743|PPP6_HUMAN"	"HUMAN"	"0"
"sp|O00764|PDXK_HUMAN"	"HUMAN"	"0"
"sp|O14497|ARI1A_HUMAN"	"HUMAN"	"0"
"sp|O14519|CDKA1_HUMAN"	"HUMAN"	"0"
"sp|O14530|TXND9_HUMAN"	"HUMAN"	"0"
"sp|O14548|COX7R_HUMAN"	"HUMAN"	"0"
"sp|O14561|ACPM_HUMAN"	"HUMAN"	"0"
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	"0"
"sp|O14579|COPE_HUMAN"	"HUMAN"	"0"
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	"0"
"sp|O14646|CHD1_HUMAN"	"HUMAN"	"0"
"sp|O14662|STX16_HUMAN"	"HUMAN"	"0"
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	"0"
"sp|O14757|CHK1_HUMAN"	"HUMAN"	"0"
"sp|O14773|TPP1_HUMAN"	"HUMAN"	"0"
"sp|O14776|TCRG1_HUMAN"	"HUMAN"	"0"
"sp|O14777|NDC80_HUMAN"	"HUMAN"	"0"
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	"0"
"sp|O14802|RPC1_HUMAN"	"HUMAN"	"0"
"sp|O14818|PSA7_HUMAN"	"HUMAN"	"0"
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	"0"
"sp|O14880|MGST3_HUMAN"	"HUMAN"	"0"
"sp|O14908|GIPC1_HUMAN"	"HUMAN"	"0"
"sp|O14910|LIN7A_HUMAN"	"HUMAN"	"0"
"sp|O14925|TIM23_HUMAN"	"HUMAN"	"0"
"sp|O14929|HAT1_HUMAN"	"HUMAN"	"0"
"sp|O14949|QCR8_HUMAN"	"HUMAN"	"0"
"sp|O14950|ML12B_HUMAN"	"HUMAN"	"0"
"sp|O14957|QCR10_HUMAN"	"HUMAN"	"0"
"sp|O14964|HGS_HUMAN"	"HUMAN"	"0"
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	"0"
"sp|O14976|GAK_HUMAN"	"HUMAN"	"0"
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	"0"
"sp|O14980|XPO1_HUMAN"	"HUMAN"	"0"
"sp|O15027|SC16A_HUMAN"	"HUMAN"	"0"
"sp|O15042|SR140_HUMAN"	"HUMAN"	"0"
"sp|O15067|PUR4_HUMAN"	"HUMAN"	"0"
"sp|O15084|ANR28_HUMAN"	"HUMAN"	"0"
"sp|O15116|LSM1_HUMAN"	"HUMAN"	"0"
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	"0"
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	"0"
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	"0"
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	"0"
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	"0"
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	"0"
"sp|O15212|PFD6_HUMAN"	"HUMAN"	"0"
"sp|O15226|NKRF_HUMAN"	"HUMAN"	"0"
"sp|O15235|RT12_HUMAN"	"HUMAN"	"0"
"sp|O15247|CLIC2_HUMAN"	"HUMAN"	"0"
"sp|O15260|SURF4_HUMAN"	"HUMAN"	"0"
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	"0"
"sp|O15294|OGT1_HUMAN"	"HUMAN"	"0"
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	"0"
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	"0"
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	"0"
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	"0"
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	"0"
"sp|O15392|BIRC5_HUMAN"	"HUMAN"	"0"
"sp|O15397|IPO8_HUMAN"	"HUMAN"	"0"
"sp|O15400|STX7_HUMAN"	"HUMAN"	"0"
"sp|O15479|MAGB2_HUMAN"	"HUMAN"	"0"
"sp|O15498|YKT6_HUMAN"	"HUMAN"	"0"
"sp|O15504|NUP42_HUMAN"	"HUMAN"	"0"
"sp|O15511|ARPC5_HUMAN"	"HUMAN"	"0"
"sp|O15514|RPB4_HUMAN"	"HUMAN"	"0"
"sp|O15530|PDPK1_HUMAN"	"HUMAN"	"0"
"sp|O43143|DHX15_HUMAN"	"HUMAN"	"0"
"sp|O43148|MCES_HUMAN"	"HUMAN"	"0"
"sp|O43156|TTI1_HUMAN"	"HUMAN"	"0"
"sp|O43172|PRP4_HUMAN"	"HUMAN"	"0"
"sp|O43175|SERA_HUMAN"	"HUMAN"	"0"
"sp|O43242|PSMD3_HUMAN"	"HUMAN"	"0"
"sp|O43252|PAPS1_HUMAN"	"HUMAN"	"0"
"sp|O43264|ZW10_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|O43324|MCA3_HUMAN"	"HUMAN"	"0"
"sp|O43390|HNRPR_HUMAN"	"HUMAN"	"0"
"sp|O43395|PRPF3_HUMAN"	"HUMAN"	"0"
"sp|O43396|TXNL1_HUMAN"	"HUMAN"	"0"
"sp|O43399|TPD54_HUMAN"	"HUMAN"	"0"
"sp|O43447|PPIH_HUMAN"	"HUMAN"	"0"
"sp|O43488|ARK72_HUMAN"	"HUMAN"	"0"
"sp|O43491|E41L2_HUMAN"	"HUMAN"	"0"
"sp|O43504|LTOR5_HUMAN"	"HUMAN"	"0"
"sp|O43583|DENR_HUMAN"	"HUMAN"	"0"
"sp|O43592|XPOT_HUMAN"	"HUMAN"	"0"
"sp|O43598|DNPH1_HUMAN"	"HUMAN"	"0"
"sp|O43615|TIM44_HUMAN"	"HUMAN"	"0"
"sp|O43617|TPPC3_HUMAN"	"HUMAN"	"0"
"sp|O43663|PRC1_HUMAN"	"HUMAN"	"0"
"sp|O43665|RGS10_HUMAN"	"HUMAN"	"0"
"sp|O43670|ZN207_HUMAN"	"HUMAN"	"0"
"sp|O43674|NDUB5_HUMAN"	"HUMAN"	"0"
"sp|O43678|NDUA2_HUMAN"	"HUMAN"	"0"
"sp|O43681|GET3_HUMAN"	"HUMAN"	"0"
"sp|O43684|BUB3_HUMAN"	"HUMAN"	"0"
"sp|O43707|ACTN4_HUMAN"	"HUMAN"	"0"
"sp|O43719|HTSF1_HUMAN"	"HUMAN"	"0"
"sp|O43747|AP1G1_HUMAN"	"HUMAN"	"0"
"sp|O43765|SGTA_HUMAN"	"HUMAN"	"0"
"sp|O43768|ENSA_HUMAN"	"HUMAN"	"0"
"sp|O43776|SYNC_HUMAN"	"HUMAN"	"0"
"sp|O43809|CPSF5_HUMAN"	"HUMAN"	"0"
"sp|O43813|LANC1_HUMAN"	"HUMAN"	"0"
"sp|O43815|STRN_HUMAN"	"HUMAN"	"0"
"sp|O43818|U3IP2_HUMAN"	"HUMAN"	"0"
"sp|O43837|IDH3B_HUMAN"	"HUMAN"	"0"
"sp|O43847|NRDC_HUMAN"	"HUMAN"	"0"
"sp|O43852|CALU_HUMAN"	"HUMAN"	"0"
"sp|O43865|SAHH2_HUMAN"	"HUMAN"	"0"
"sp|O43913|ORC5_HUMAN"	"HUMAN"	"0"
"sp|O43920|NDUS5_HUMAN"	"HUMAN"	"0"
"sp|O60216|RAD21_HUMAN"	"HUMAN"	"0"
"sp|O60220|TIM8A_HUMAN"	"HUMAN"	"0"
"sp|O60232|ZNRD2_HUMAN"	"HUMAN"	"0"
"sp|O60234|GMFG_HUMAN"	"HUMAN"	"0"
"sp|O60256|KPRB_HUMAN"	"HUMAN"	"0"
"sp|O60264|SMCA5_HUMAN"	"HUMAN"	"0"
"sp|O60271|JIP4_HUMAN"	"HUMAN"	"0"
"sp|O60287|NPA1P_HUMAN"	"HUMAN"	"0"
"sp|O60306|AQR_HUMAN"	"HUMAN"	"0"
"sp|O60313|OPA1_HUMAN"	"HUMAN"	"0"
"sp|O60341|KDM1A_HUMAN"	"HUMAN"	"0"
"sp|O60361|NDK8_HUMAN"	"HUMAN"	"0"
"sp|O60493|SNX3_HUMAN"	"HUMAN"	"0"
"sp|O60506|HNRPQ_HUMAN"	"HUMAN"	"0"
"sp|O60547|GMDS_HUMAN"	"HUMAN"	"0"
"sp|O60563|CCNT1_HUMAN"	"HUMAN"	"0"
"sp|O60566|BUB1B_HUMAN"	"HUMAN"	"0"
"sp|O60610|DIAP1_HUMAN"	"HUMAN"	"0"
"sp|O60664|PLIN3_HUMAN"	"HUMAN"	"0"
"sp|O60678|ANM3_HUMAN"	"HUMAN"	"0"
"sp|O60684|IMA7_HUMAN"	"HUMAN"	"0"
"sp|O60701|UGDH_HUMAN"	"HUMAN"	"0"
"sp|O60716|CTND1_HUMAN"	"HUMAN"	"0"
"sp|O60732|MAGC1_HUMAN"	"HUMAN"	"0"
"sp|O60739|EIF1B_HUMAN"	"HUMAN"	"0"
"sp|O60749|SNX2_HUMAN"	"HUMAN"	"0"
"sp|O60763|USO1_HUMAN"	"HUMAN"	"0"
"sp|O60814|H2B1K_HUMAN"	"HUMAN"	"0"
"sp|O60828|PQBP1_HUMAN"	"HUMAN"	"0"
"sp|O60830|TI17B_HUMAN"	"HUMAN"	"0"
"sp|O60832|DKC1_HUMAN"	"HUMAN"	"0"
"sp|O60841|IF2P_HUMAN"	"HUMAN"	"0"
"sp|O60869|EDF1_HUMAN"	"HUMAN"	"0"
"sp|O60884|DNJA2_HUMAN"	"HUMAN"	"0"
"sp|O60885|BRD4_HUMAN"	"HUMAN"	"0"
"sp|O60888|CUTA_HUMAN"	"HUMAN"	"0"
"sp|O60907|TBL1X_HUMAN"	"HUMAN"	"0"
"sp|O60925|PFD1_HUMAN"	"HUMAN"	"0"
"sp|O60934|NBN_HUMAN"	"HUMAN"	"0"
"sp|O75027|ABCB7_HUMAN"	"HUMAN"	"0"
"sp|O75081|MTG16_HUMAN"	"HUMAN"	"0"
"sp|O75083|WDR1_HUMAN"	"HUMAN"	"0"
"sp|O75116|ROCK2_HUMAN"	"HUMAN"	"0"
"sp|O75122|CLAP2_HUMAN"	"HUMAN"	"0"
"sp|O75131|CPNE3_HUMAN"	"HUMAN"	"0"
"sp|O75150|BRE1B_HUMAN"	"HUMAN"	"0"
"sp|O75152|ZC11A_HUMAN"	"HUMAN"	"0"
"sp|O75153|CLU_HUMAN"	"HUMAN"	"0"
"sp|O75157|T22D2_HUMAN"	"HUMAN"	"0"
"sp|O75175|CNOT3_HUMAN"	"HUMAN"	"0"
"sp|O75179|ANR17_HUMAN"	"HUMAN"	"0"
"sp|O75190|DNJB6_HUMAN"	"HUMAN"	"0"
"sp|O75223|GGCT_HUMAN"	"HUMAN"	"0"
"sp|O75251|NDUS7_HUMAN"	"HUMAN"	"0"
"sp|O75306|NDUS2_HUMAN"	"HUMAN"	"0"
"sp|O75312|ZPR1_HUMAN"	"HUMAN"	"0"
"sp|O75319|DUS11_HUMAN"	"HUMAN"	"0"
"sp|O75323|NIPS2_HUMAN"	"HUMAN"	"0"
"sp|O75340|PDCD6_HUMAN"	"HUMAN"	"0"
"sp|O75347|TBCA_HUMAN"	"HUMAN"	"0"
"sp|O75348|VATG1_HUMAN"	"HUMAN"	"0"
"sp|O75351|VPS4B_HUMAN"	"HUMAN"	"0"
"sp|O75367|H2AY_HUMAN"	"HUMAN"	"0"
"sp|O75368|SH3L1_HUMAN"	"HUMAN"	"0"
"sp|O75369|FLNB_HUMAN"	"HUMAN"	"0"
"sp|O75390|CISY_HUMAN"	"HUMAN"	"0"
"sp|O75396|SC22B_HUMAN"	"HUMAN"	"0"
"sp|O75400|PR40A_HUMAN"	"HUMAN"	"0"
"sp|O75419|CDC45_HUMAN"	"HUMAN"	"0"
"sp|O75431|MTX2_HUMAN"	"HUMAN"	"0"
"sp|O75436|VP26A_HUMAN"	"HUMAN"	"0"
"sp|O75438|NDUB1_HUMAN"	"HUMAN"	"0"
"sp|O75439|MPPB_HUMAN"	"HUMAN"	"0"
"sp|O75459|PAGE1_HUMAN"	"HUMAN"	"0"
"sp|O75475|PSIP1_HUMAN"	"HUMAN"	"0"
"sp|O75489|NDUS3_HUMAN"	"HUMAN"	"0"
"sp|O75494|SRS10_HUMAN"	"HUMAN"	"0"
"sp|O75496|GEMI_HUMAN"	"HUMAN"	"0"
"sp|O75506|HSBP1_HUMAN"	"HUMAN"	"0"
"sp|O75521|ECI2_HUMAN"	"HUMAN"	"0"
"sp|O75530|EED_HUMAN"	"HUMAN"	"0"
"sp|O75531|BAF_HUMAN"	"HUMAN"	"0"
"sp|O75533|SF3B1_HUMAN"	"HUMAN"	"0"
"sp|O75534|CSDE1_HUMAN"	"HUMAN"	"0"
"sp|O75569|PRKRA_HUMAN"	"HUMAN"	"0"
"sp|O75600|KBL_HUMAN"	"HUMAN"	"0"
"sp|O75607|NPM3_HUMAN"	"HUMAN"	"0"
"sp|O75608|LYPA1_HUMAN"	"HUMAN"	"0"
"sp|O75616|ERAL1_HUMAN"	"HUMAN"	"0"
"sp|O75629|CREG1_HUMAN"	"HUMAN"	"0"
"sp|O75643|U520_HUMAN"	"HUMAN"	"0"
"sp|O75663|TIPRL_HUMAN"	"HUMAN"	"0"
"sp|O75683|SURF6_HUMAN"	"HUMAN"	"0"
"sp|O75694|NU155_HUMAN"	"HUMAN"	"0"
"sp|O75794|CD123_HUMAN"	"HUMAN"	"0"
"sp|O75818|RPP40_HUMAN"	"HUMAN"	"0"
"sp|O75821|EIF3G_HUMAN"	"HUMAN"	"0"
"sp|O75822|EIF3J_HUMAN"	"HUMAN"	"0"
"sp|O75832|PSD10_HUMAN"	"HUMAN"	"0"
"sp|O75874|IDHC_HUMAN"	"HUMAN"	"0"
"sp|O75934|SPF27_HUMAN"	"HUMAN"	"0"
"sp|O75937|DNJC8_HUMAN"	"HUMAN"	"0"
"sp|O75940|SPF30_HUMAN"	"HUMAN"	"0"
"sp|O75947|ATP5H_HUMAN"	"HUMAN"	"0"
"sp|O75955|FLOT1_HUMAN"	"HUMAN"	"0"
"sp|O75964|ATP5L_HUMAN"	"HUMAN"	"0"
"sp|O76003|GLRX3_HUMAN"	"HUMAN"	"0"
"sp|O76021|RL1D1_HUMAN"	"HUMAN"	"0"
"sp|O76031|CLPX_HUMAN"	"HUMAN"	"0"
"sp|O76070|SYUG_HUMAN"	"HUMAN"	"0"
"sp|O76071|CIAO1_HUMAN"	"HUMAN"	"0"
"sp|O76094|SRP72_HUMAN"	"HUMAN"	"0"
"sp|O94776|MTA2_HUMAN"	"HUMAN"	"0"
"sp|O94788|AL1A2_HUMAN"	"HUMAN"	"0"
"sp|O94817|ATG12_HUMAN"	"HUMAN"	"0"
"sp|O94822|LTN1_HUMAN"	"HUMAN"	"0"
"sp|O94826|TOM70_HUMAN"	"HUMAN"	"0"
"sp|O94842|TOX4_HUMAN"	"HUMAN"	"0"
"sp|O94874|UFL1_HUMAN"	"HUMAN"	"0"
"sp|O94888|UBXN7_HUMAN"	"HUMAN"	"0"
"sp|O94903|PLPHP_HUMAN"	"HUMAN"	"0"
"sp|O94906|PRP6_HUMAN"	"HUMAN"	"0"
"sp|O94913|PCF11_HUMAN"	"HUMAN"	"0"
"sp|O94925|GLSK_HUMAN"	"HUMAN"	"0"
"sp|O94973|AP2A2_HUMAN"	"HUMAN"	"0"
"sp|O94979|SC31A_HUMAN"	"HUMAN"	"0"
"sp|O94992|HEXI1_HUMAN"	"HUMAN"	"0"
"sp|O95071|UBR5_HUMAN"	"HUMAN"	"0"
"sp|O95104|SCAF4_HUMAN"	"HUMAN"	"0"
"sp|O95139|NDUB6_HUMAN"	"HUMAN"	"0"
"sp|O95140|MFN2_HUMAN"	"HUMAN"	"0"
"sp|O95155|UBE4B_HUMAN"	"HUMAN"	"0"
"sp|O95163|ELP1_HUMAN"	"HUMAN"	"0"
"sp|O95197|RTN3_HUMAN"	"HUMAN"	"0"
"sp|O95202|LETM1_HUMAN"	"HUMAN"	"0"
"sp|O95218|ZRAB2_HUMAN"	"HUMAN"	"0"
"sp|O95232|LC7L3_HUMAN"	"HUMAN"	"0"
"sp|O95239|KIF4A_HUMAN"	"HUMAN"	"0"
"sp|O95299|NDUAA_HUMAN"	"HUMAN"	"0"
"sp|O95319|CELF2_HUMAN"	"HUMAN"	"0"
"sp|O95336|6PGL_HUMAN"	"HUMAN"	"0"
"sp|O95347|SMC2_HUMAN"	"HUMAN"	"0"
"sp|O95352|ATG7_HUMAN"	"HUMAN"	"0"
"sp|O95365|ZBT7A_HUMAN"	"HUMAN"	"0"
"sp|O95372|LYPA2_HUMAN"	"HUMAN"	"0"
"sp|O95373|IPO7_HUMAN"	"HUMAN"	"0"
"sp|O95394|AGM1_HUMAN"	"HUMAN"	"0"
"sp|O95400|CD2B2_HUMAN"	"HUMAN"	"0"
"sp|O95433|AHSA1_HUMAN"	"HUMAN"	"0"
"sp|O95453|PARN_HUMAN"	"HUMAN"	"0"
"sp|O95456|PSMG1_HUMAN"	"HUMAN"	"0"
"sp|O95478|NSA2_HUMAN"	"HUMAN"	"0"
"sp|O95486|SC24A_HUMAN"	"HUMAN"	"0"
"sp|O95487|SC24B_HUMAN"	"HUMAN"	"0"
"sp|O95563|MPC2_HUMAN"	"HUMAN"	"0"
"sp|O95602|RPA1_HUMAN"	"HUMAN"	"0"
"sp|O95630|STABP_HUMAN"	"HUMAN"	"0"
"sp|O95639|CPSF4_HUMAN"	"HUMAN"	"0"
"sp|O95671|ASML_HUMAN"	"HUMAN"	"0"
"sp|O95684|CEP43_HUMAN"	"HUMAN"	"0"
"sp|O95721|SNP29_HUMAN"	"HUMAN"	"0"
"sp|O95747|OXSR1_HUMAN"	"HUMAN"	"0"
"sp|O95749|GGPPS_HUMAN"	"HUMAN"	"0"
"sp|O95757|HS74L_HUMAN"	"HUMAN"	"0"
"sp|O95758|PTBP3_HUMAN"	"HUMAN"	"0"
"sp|O95777|LSM8_HUMAN"	"HUMAN"	"0"
"sp|O95782|AP2A1_HUMAN"	"HUMAN"	"0"
"sp|O95793|STAU1_HUMAN"	"HUMAN"	"0"
"sp|O95801|TTC4_HUMAN"	"HUMAN"	"0"
"sp|O95810|CAVN2_HUMAN"	"HUMAN"	"0"
"sp|O95816|BAG2_HUMAN"	"HUMAN"	"0"
"sp|O95817|BAG3_HUMAN"	"HUMAN"	"0"
"sp|O95831|AIFM1_HUMAN"	"HUMAN"	"0"
"sp|O95861|BPNT1_HUMAN"	"HUMAN"	"0"
"sp|O95881|TXD12_HUMAN"	"HUMAN"	"0"
"sp|O95905|ECD_HUMAN"	"HUMAN"	"0"
"sp|O95926|SYF2_HUMAN"	"HUMAN"	"0"
"sp|O95983|MBD3_HUMAN"	"HUMAN"	"0"
"sp|O95989|NUDT3_HUMAN"	"HUMAN"	"0"
"sp|O95999|BCL10_HUMAN"	"HUMAN"	"0"
"sp|O96000|NDUBA_HUMAN"	"HUMAN"	"0"
"sp|O96008|TOM40_HUMAN"	"HUMAN"	"0"
"sp|O96019|ACL6A_HUMAN"	"HUMAN"	"0"
"sp|P00338|LDHA_HUMAN"	"HUMAN"	"0"
"sp|P00367|DHE3_HUMAN"	"HUMAN"	"0"
"sp|P00374|DYR_HUMAN"	"HUMAN"	"0"
"sp|P00390|GSHR_HUMAN"	"HUMAN"	"0"
"sp|P00403|COX2_HUMAN"	"HUMAN"	"0"
"sp|P00414|COX3_HUMAN"	"HUMAN"	"0"
"sp|P00441|SODC_HUMAN"	"HUMAN"	"0"
"sp|P00491|PNPH_HUMAN"	"HUMAN"	"0"
"sp|P00492|HPRT_HUMAN"	"HUMAN"	"0"
"sp|P00505|AATM_HUMAN"	"HUMAN"	"0"
"sp|P00558|PGK1_HUMAN"	"HUMAN"	"0"
"sp|P00568|KAD1_HUMAN"	"HUMAN"	"0"
"sp|P00734|THRB_HUMAN"	"HUMAN"	"0"
"sp|P00846|ATP6_HUMAN"	"HUMAN"	"0"
"sp|P01008|ANT3_HUMAN"	"HUMAN"	"0"
"sp|P02008|HBAZ_HUMAN"	"HUMAN"	"0"
"sp|P02042|HBD_HUMAN"	"HUMAN"	"0"
"sp|P02100|HBE_HUMAN"	"HUMAN"	"0"
"sp|P02545|LMNA_HUMAN"	"HUMAN"	"0"
"sp|P02549|SPTA1_HUMAN"	"HUMAN"	"0"
"sp|P02647|APOA1_HUMAN"	"HUMAN"	"0"
"sp|P02655|APOC2_HUMAN"	"HUMAN"	"0"
"sp|P02765|FETUA_HUMAN"	"HUMAN"	"0"
"sp|P02786|TFR1_HUMAN"	"HUMAN"	"0"
"sp|P02788|TRFL_HUMAN"	"HUMAN"	"0"
"sp|P03905|NU4M_HUMAN"	"HUMAN"	"0"
"sp|P03928|ATP8_HUMAN"	"HUMAN"	"0"
"sp|P04004|VTNC_HUMAN"	"HUMAN"	"0"
"sp|P04040|CATA_HUMAN"	"HUMAN"	"0"
"sp|P04075|ALDOA_HUMAN"	"HUMAN"	"0"
"sp|P04080|CYTB_HUMAN"	"HUMAN"	"0"
"sp|P04083|ANXA1_HUMAN"	"HUMAN"	"0"
"sp|P04181|OAT_HUMAN"	"HUMAN"	"0"
"sp|P04183|KITH_HUMAN"	"HUMAN"	"0"
"sp|P04406|G3P_HUMAN"	"HUMAN"	"0"
"sp|P04632|CPNS1_HUMAN"	"HUMAN"	"0"
"sp|P04792|HSPB1_HUMAN"	"HUMAN"	"0"
"sp|P04818|TYSY_HUMAN"	"HUMAN"	"0"
"sp|P04843|RPN1_HUMAN"	"HUMAN"	"0"
"sp|P04844|RPN2_HUMAN"	"HUMAN"	"0"
"sp|P04908|H2A1B_HUMAN"	"HUMAN"	"0"
"sp|P05023|AT1A1_HUMAN"	"HUMAN"	"0"
"sp|P05091|ALDH2_HUMAN"	"HUMAN"	"0"
"sp|P05114|HMGN1_HUMAN"	"HUMAN"	"0"
"sp|P05141|ADT2_HUMAN"	"HUMAN"	"0"
"sp|P05161|ISG15_HUMAN"	"HUMAN"	"0"
"sp|P05198|IF2A_HUMAN"	"HUMAN"	"0"
"sp|P05204|HMGN2_HUMAN"	"HUMAN"	"0"
"sp|P05386|RLA1_HUMAN"	"HUMAN"	"0"
"sp|P05387|RLA2_HUMAN"	"HUMAN"	"0"
"sp|P05388|RLA0_HUMAN"	"HUMAN"	"0"
"sp|P05423|RPC4_HUMAN"	"HUMAN"	"0"
"sp|P05455|LA_HUMAN"	"HUMAN"	"0"
"sp|P05771|KPCB_HUMAN"	"HUMAN"	"0"
"sp|P05783|K1C18_HUMAN"	"HUMAN"	"0"
"sp|P05787|K2C8_HUMAN"	"HUMAN"	"0"
"sp|P05937|CALB1_HUMAN"	"HUMAN"	"0"
"sp|P06132|DCUP_HUMAN"	"HUMAN"	"0"
"sp|P06241|FYN_HUMAN"	"HUMAN"	"0"
"sp|P06454|PTMA_HUMAN"	"HUMAN"	"0"
"sp|P06493|CDK1_HUMAN"	"HUMAN"	"0"
"sp|P06576|ATPB_HUMAN"	"HUMAN"	"0"
"sp|P06703|S10A6_HUMAN"	"HUMAN"	"0"
"sp|P06730|IF4E_HUMAN"	"HUMAN"	"0"
"sp|P06733|ENOA_HUMAN"	"HUMAN"	"0"
"sp|P06744|G6PI_HUMAN"	"HUMAN"	"0"
"sp|P06748|NPM_HUMAN"	"HUMAN"	"0"
"sp|P06753|TPM3_HUMAN"	"HUMAN"	"0"
"sp|P06865|HEXA_HUMAN"	"HUMAN"	"0"
"sp|P07108|ACBP_HUMAN"	"HUMAN"	"0"
"sp|P07195|LDHB_HUMAN"	"HUMAN"	"0"
"sp|P07237|PDIA1_HUMAN"	"HUMAN"	"0"
"sp|P07339|CATD_HUMAN"	"HUMAN"	"0"
"sp|P07355|ANXA2_HUMAN"	"HUMAN"	"0"
