"Protein"	"Organism"	"DEP"
"sp|Q9H7E9|CH033_HUMAN"	"HUMAN"	"0"
"sp|O95336|6PGL_HUMAN"	"HUMAN"	"0"
"sp|P55060|XPO2_HUMAN"	"HUMAN"	"0"
"sp|Q9BUH6|PAXX_HUMAN"	"HUMAN"	"0"
"sp|Q9P265|DIP2B_HUMAN"	"HUMAN"	"0"
"sp|O95989|NUDT3_HUMAN"	"HUMAN"	"0"
"sp|Q8TDX7|NEK7_HUMAN"	"HUMAN"	"0"
"sp|Q01813|PFKAP_HUMAN"	"HUMAN"	"0"
"sp|Q99575|POP1_HUMAN"	"HUMAN"	"0"
"sp|Q53H12|AGK_HUMAN"	"HUMAN"	"0"
"sp|Q05086|UBE3A_HUMAN"	"HUMAN"	"0"
"sp|P06753|TPM3_HUMAN"	"HUMAN"	"0"
"sp|Q14980|NUMA1_HUMAN"	"HUMAN"	"0"
"sp|Q9UNF0|PACN2_HUMAN"	"HUMAN"	"0"
"sp|Q7Z6E9|RBBP6_HUMAN"	"HUMAN"	"0"
"sp|Q9UBQ7|GRHPR_HUMAN"	"HUMAN"	"0"
"sp|P43304|GPDM_HUMAN"	"HUMAN"	"0"
"sp|P51452|DUS3_HUMAN"	"HUMAN"	"0"
"sp|Q63HN8|RN213_HUMAN"	"HUMAN"	"0"
"sp|Q9Y277|VDAC3_HUMAN"	"HUMAN"	"0"
"sp|Q86VP6|CAND1_HUMAN"	"HUMAN"	"0"
"sp|P12259|FA5_HUMAN"	"HUMAN"	"0"
"sp|P98194|AT2C1_HUMAN"	"HUMAN"	"0"
"sp|Q96ST3|SIN3A_HUMAN"	"HUMAN"	"0"
"sp|Q12888|TP53B_HUMAN"	"HUMAN"	"0"
"sp|P78362|SRPK2_HUMAN"	"HUMAN"	"0"
"sp|O95782|AP2A1_HUMAN"	"HUMAN"	"0"
"sp|Q15293|RCN1_HUMAN"	"HUMAN"	"0"
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	"0"
"sp|Q8IVT2|MISP_HUMAN"	"HUMAN"	"0"
"sp|P67809|YBOX1_HUMAN"	"HUMAN"	"0"
"sp|Q7Z6I8|CE024_HUMAN"	"HUMAN"	"0"
"sp|O60784|TOM1_HUMAN"	"HUMAN"	"0"
"sp|P35251|RFC1_HUMAN"	"HUMAN"	"0"
"sp|Q1ED39|KNOP1_HUMAN"	"HUMAN"	"0"
"sp|P31327|CPSM_HUMAN"	"HUMAN"	"0"
"sp|P80723|BASP1_HUMAN"	"HUMAN"	"0"
"sp|O75569|PRKRA_HUMAN"	"HUMAN"	"0"
"sp|P55263|ADK_HUMAN"	"HUMAN"	"0"
"sp|Q14554|PDIA5_HUMAN"	"HUMAN"	"0"
"sp|Q08211|DHX9_HUMAN"	"HUMAN"	"0"
"sp|P06454|PTMA_HUMAN"	"HUMAN"	"0"
"sp|Q9Y2A7|NCKP1_HUMAN"	"HUMAN"	"0"
"sp|Q9NW82|WDR70_HUMAN"	"HUMAN"	"0"
"sp|P20962|PTMS_HUMAN"	"HUMAN"	"0"
"sp|Q9UKK6|NXT1_HUMAN"	"HUMAN"	"0"
"sp|P11586|C1TC_HUMAN"	"HUMAN"	"0"
"sp|Q9NW13|RBM28_HUMAN"	"HUMAN"	"0"
"sp|Q9HCS7|SYF1_HUMAN"	"HUMAN"	"0"
"sp|Q9NVM6|DJC17_HUMAN"	"HUMAN"	"0"
"sp|O94906|PRP6_HUMAN"	"HUMAN"	"0"
"sp|Q9NR33|DPOE4_HUMAN"	"HUMAN"	"0"
"sp|P35232|PHB1_HUMAN"	"HUMAN"	"0"
"sp|Q5JVF3|PCID2_HUMAN"	"HUMAN"	"0"
"sp|Q9BUK6|MSTO1_HUMAN"	"HUMAN"	"0"
"sp|O75717|WDHD1_HUMAN"	"HUMAN"	"0"
"sp|Q08379|GOGA2_HUMAN"	"HUMAN"	"0"
"sp|Q86TM6|SYVN1_HUMAN"	"HUMAN"	"0"
"sp|P78318|IGBP1_HUMAN"	"HUMAN"	"0"
"sp|P33176|KINH_HUMAN"	"HUMAN"	"0"
"sp|O60524|NEMF_HUMAN"	"HUMAN"	"0"
"sp|Q2T9J0|TYSD1_HUMAN"	"HUMAN"	"0"
"sp|P35606|COPB2_HUMAN"	"HUMAN"	"0"
"sp|Q9BY42|RTF2_HUMAN"	"HUMAN"	"0"
"sp|Q10471|GALT2_HUMAN"	"HUMAN"	"0"
"sp|P27708|PYR1_HUMAN"	"HUMAN"	"0"
"sp|P31483|TIA1_HUMAN"	"HUMAN"	"0"
"sp|P62258|1433E_HUMAN"	"HUMAN"	"0"
"sp|P50416|CPT1A_HUMAN"	"HUMAN"	"0"
"sp|O00273|DFFA_HUMAN"	"HUMAN"	"0"
"sp|Q9UQ35|SRRM2_HUMAN"	"HUMAN"	"0"
"sp|P31040|SDHA_HUMAN"	"HUMAN"	"0"
"sp|Q08380|LG3BP_HUMAN"	"HUMAN"	"0"
"sp|Q9UID3|VPS51_HUMAN"	"HUMAN"	"0"
"sp|Q9UBI1|COMD3_HUMAN"	"HUMAN"	"0"
"sp|Q96CT7|CC124_HUMAN"	"HUMAN"	"0"
"sp|P19623|SPEE_HUMAN"	"HUMAN"	"0"
"sp|P26006|ITA3_HUMAN"	"HUMAN"	"0"
"sp|Q92925|SMRD2_HUMAN"	"HUMAN"	"0"
"sp|O75175|CNOT3_HUMAN"	"HUMAN"	"0"
"sp|Q9NSD9|SYFB_HUMAN"	"HUMAN"	"0"
"sp|P52758|RIDA_HUMAN"	"HUMAN"	"0"
"sp|Q9Y315|DEOC_HUMAN"	"HUMAN"	"0"
"sp|Q86UP2|KTN1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y5K8|VATD_HUMAN"	"HUMAN"	"0"
"sp|Q9UHI6|DDX20_HUMAN"	"HUMAN"	"0"
"sp|Q7Z478|DHX29_HUMAN"	"HUMAN"	"0"
"sp|P56182|RRP1_HUMAN"	"HUMAN"	"0"
"sp|P28838|AMPL_HUMAN"	"HUMAN"	"0"
"sp|O75533|SF3B1_HUMAN"	"HUMAN"	"0"
"sp|Q9BW92|SYTM_HUMAN"	"HUMAN"	"0"
"sp|Q9BQ69|MACD1_HUMAN"	"HUMAN"	"0"
"sp|O75369|FLNB_HUMAN"	"HUMAN"	"0"
"sp|Q96GM8|TOE1_HUMAN"	"HUMAN"	"0"
"sp|Q5T653|RM02_HUMAN"	"HUMAN"	"0"
"sp|Q8N5M9|JAGN1_HUMAN"	"HUMAN"	"0"
"sp|P05386|RLA1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y230|RUVB2_HUMAN"	"HUMAN"	"0"
"sp|Q9H0N5|PHS2_HUMAN"	"HUMAN"	"0"
"sp|P33316|DUT_HUMAN"	"HUMAN"	"0"
"sp|Q9H9Y6|RPA2_HUMAN"	"HUMAN"	"0"
"sp|Q8TEX9|IPO4_HUMAN"	"HUMAN"	"0"
"sp|Q9UQ80|PA2G4_HUMAN"	"HUMAN"	"0"
"sp|P78371|TCPB_HUMAN"	"HUMAN"	"0"
"sp|Q2TAY7|SMU1_HUMAN"	"HUMAN"	"0"
"sp|Q96PK6|RBM14_HUMAN"	"HUMAN"	"0"
"sp|P35637|FUS_HUMAN"	"HUMAN"	"0"
"sp|Q8NB49|AT11C_HUMAN"	"HUMAN"	"0"
"sp|O43432|IF4G3_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|Q8IUD2|RB6I2_HUMAN"	"HUMAN"	"0"
"sp|O60645|EXOC3_HUMAN"	"HUMAN"	"0"
"sp|P19827|ITIH1_HUMAN"	"HUMAN"	"0"
"sp|O43567|RNF13_HUMAN"	"HUMAN"	"0"
"sp|Q9BY89|K1671_HUMAN"	"HUMAN"	"0"
"sp|Q9HA77|SYCM_HUMAN"	"HUMAN"	"0"
"sp|Q9HC35|EMAL4_HUMAN"	"HUMAN"	"0"
"sp|P24941|CDK2_HUMAN"	"HUMAN"	"0"
"sp|Q15149|PLEC_HUMAN"	"HUMAN"	"0"
"sp|O43747|AP1G1_HUMAN"	"HUMAN"	"0"
"sp|P54920|SNAA_HUMAN"	"HUMAN"	"0"
"sp|P09417|DHPR_HUMAN"	"HUMAN"	"0"
"sp|P34897|GLYM_HUMAN"	"HUMAN"	"0"
"sp|Q12788|TBL3_HUMAN"	"HUMAN"	"0"
"sp|Q92879|CELF1_HUMAN"	"HUMAN"	"0"
"sp|P52815|RM12_HUMAN"	"HUMAN"	"0"
"sp|P08727|K1C19_HUMAN"	"HUMAN"	"0"
"sp|Q96FS4|SIPA1_HUMAN"	"HUMAN"	"0"
"sp|P12081|HARS1_HUMAN"	"HUMAN"	"0"
"sp|Q15057|ACAP2_HUMAN"	"HUMAN"	"0"
"sp|Q9H0D6|XRN2_HUMAN"	"HUMAN"	"0"
"sp|P78549|NTH_HUMAN"	"HUMAN"	"0"
"sp|Q9NRV9|HEBP1_HUMAN"	"HUMAN"	"0"
"sp|Q92797|SYMPK_HUMAN"	"HUMAN"	"0"
"sp|O75643|U520_HUMAN"	"HUMAN"	"0"
"sp|Q9BRX8|PXL2A_HUMAN"	"HUMAN"	"0"
"sp|P11172|UMPS_HUMAN"	"HUMAN"	"0"
"sp|Q9UIF9|BAZ2A_HUMAN"	"HUMAN"	"0"
"sp|Q9Y5V0|ZN706_HUMAN"	"HUMAN"	"0"
"sp|O00401|WASL_HUMAN"	"HUMAN"	"0"
"sp|Q9C0C9|UBE2O_HUMAN"	"HUMAN"	"0"
"sp|Q96EV2|RBM33_HUMAN"	"HUMAN"	"0"
"sp|Q13813|SPTN1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y613|FHOD1_HUMAN"	"HUMAN"	"0"
"sp|P07814|SYEP_HUMAN"	"HUMAN"	"0"
"sp|Q6PGP7|SKI3_HUMAN"	"HUMAN"	"0"
"sp|Q9P287|BCCIP_HUMAN"	"HUMAN"	"0"
"sp|Q3ZAQ7|VMA21_HUMAN"	"HUMAN"	"0"
"sp|O95602|RPA1_HUMAN"	"HUMAN"	"0"
"sp|Q99988|GDF15_HUMAN"	"HUMAN"	"0"
"sp|Q7Z6Z7|HUWE1_HUMAN"	"HUMAN"	"0"
"sp|O00139|KIF2A_HUMAN"	"HUMAN"	"0"
"sp|P49327|FAS_HUMAN"	"HUMAN"	"0"
"sp|P50583|AP4A_HUMAN"	"HUMAN"	"0"
"sp|P62851|RS25_HUMAN"	"HUMAN"	"0"
"sp|O96013|PAK4_HUMAN"	"HUMAN"	"0"
"sp|P62910|RL32_HUMAN"	"HUMAN"	"0"
"sp|Q9UNQ2|DIM1_HUMAN"	"HUMAN"	"0"
"sp|P78527|PRKDC_HUMAN"	"HUMAN"	"0"
"sp|O95831|AIFM1_HUMAN"	"HUMAN"	"0"
"sp|Q04637|IF4G1_HUMAN"	"HUMAN"	"0"
"sp|Q07954|LRP1_HUMAN"	"HUMAN"	"0"
"sp|P55084|ECHB_HUMAN"	"HUMAN"	"0"
"sp|Q9BS40|LXN_HUMAN"	"HUMAN"	"0"
"sp|Q9BUF5|TBB6_HUMAN"	"HUMAN"	"0"
"sp|P54886|P5CS_HUMAN"	"HUMAN"	"0"
"sp|Q16891|MIC60_HUMAN"	"HUMAN"	"0"
"sp|O60725|ICMT_HUMAN"	"HUMAN"	"0"
"sp|Q8NE71|ABCF1_HUMAN"	"HUMAN"	"0"
"sp|P42765|THIM_HUMAN"	"HUMAN"	"0"
"sp|P25787|PSA2_HUMAN"	"HUMAN"	"0"
"sp|P46063|RECQ1_HUMAN"	"HUMAN"	"0"
"sp|P08574|CY1_HUMAN"	"HUMAN"	"0"
"sp|Q9BV44|THUM3_HUMAN"	"HUMAN"	"0"
"sp|Q7L5L3|GDPD3_HUMAN"	"HUMAN"	"0"
"sp|Q8IY81|SPB1_HUMAN"	"HUMAN"	"0"
"sp|Q9UPQ0|LIMC1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y4L1|HYOU1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y6E0|STK24_HUMAN"	"HUMAN"	"0"
"sp|Q9P289|STK26_HUMAN"	"HUMAN"	"0"
"sp|O75489|NDUS3_HUMAN"	"HUMAN"	"0"
"sp|Q9UBP6|TRMB_HUMAN"	"HUMAN"	"0"
"sp|Q9UKV3|ACINU_HUMAN"	"HUMAN"	"0"
"sp|Q96GQ7|DDX27_HUMAN"	"HUMAN"	"0"
"sp|Q92947|GCDH_HUMAN"	"HUMAN"	"0"
"sp|Q15181|IPYR_HUMAN"	"HUMAN"	"0"
"sp|Q15233|NONO_HUMAN"	"HUMAN"	"0"
"sp|P35658|NU214_HUMAN"	"HUMAN"	"0"
"sp|Q7L2J0|MEPCE_HUMAN"	"HUMAN"	"0"
"sp|O75694|NU155_HUMAN"	"HUMAN"	"0"
"sp|Q9Y6H1|CHCH2_HUMAN"	"HUMAN"	"0"
"sp|O95817|BAG3_HUMAN"	"HUMAN"	"0"
"sp|Q9BRP8|PYM1_HUMAN"	"HUMAN"	"0"
"sp|Q9BUL5|PHF23_HUMAN"	"HUMAN"	"0"
"sp|P06132|DCUP_HUMAN"	"HUMAN"	"0"
"sp|P62995|TRA2B_HUMAN"	"HUMAN"	"0"
"sp|P04075|ALDOA_HUMAN"	"HUMAN"	"0"
"sp|P35520|CBS_HUMAN"	"HUMAN"	"0"
"sp|Q99543|DNJC2_HUMAN"	"HUMAN"	"0"
"sp|O60232|ZNRD2_HUMAN"	"HUMAN"	"0"
"sp|O75449|KTNA1_HUMAN"	"HUMAN"	"0"
"sp|Q15075|EEA1_HUMAN"	"HUMAN"	"0"
"sp|P52789|HXK2_HUMAN"	"HUMAN"	"0"
"sp|Q9HBH0|RHOF_HUMAN"	"HUMAN"	"0"
"sp|Q9NZL4|HPBP1_HUMAN"	"HUMAN"	"0"
"sp|P07942|LAMB1_HUMAN"	"HUMAN"	"0"
"sp|Q96B54|ZN428_HUMAN"	"HUMAN"	"0"
"sp|P48729|KC1A_HUMAN"	"HUMAN"	"0"
"sp|P35914|HMGCL_HUMAN"	"HUMAN"	"0"
"sp|P30622|CLIP1_HUMAN"	"HUMAN"	"0"
"sp|Q8IVM0|CCD50_HUMAN"	"HUMAN"	"0"
"sp|Q6NXR4|TTI2_HUMAN"	"HUMAN"	"0"
"sp|Q96I24|FUBP3_HUMAN"	"HUMAN"	"0"
"sp|Q9BTW9|TBCD_HUMAN"	"HUMAN"	"0"
"sp|Q9Y4F5|C170B_HUMAN"	"HUMAN"	"0"
"sp|O00116|ADAS_HUMAN"	"HUMAN"	"0"
"sp|O75367|H2AY_HUMAN"	"HUMAN"	"0"
"sp|O00154|BACH_HUMAN"	"HUMAN"	"0"
"sp|Q96HY6|DDRGK_HUMAN"	"HUMAN"	"0"
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	"0"
"sp|Q9UKM9|RALY_HUMAN"	"HUMAN"	"0"
"sp|Q9BSJ2|GCP2_HUMAN"	"HUMAN"	"0"
"sp|P13861|KAP2_HUMAN"	"HUMAN"	"0"
"sp|Q96JM3|CHAP1_HUMAN"	"HUMAN"	"0"
"sp|P09525|ANXA4_HUMAN"	"HUMAN"	"0"
"sp|P23588|IF4B_HUMAN"	"HUMAN"	"0"
"sp|Q9Y5B9|SP16H_HUMAN"	"HUMAN"	"0"
"sp|Q92538|GBF1_HUMAN"	"HUMAN"	"0"
"sp|Q96N66|MBOA7_HUMAN"	"HUMAN"	"0"
"sp|O14521|DHSD_HUMAN"	"HUMAN"	"0"
"sp|Q92616|GCN1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y446|PKP3_HUMAN"	"HUMAN"	"0"
"sp|O95819|M4K4_HUMAN"	"HUMAN"	"0"
"sp|O60885|BRD4_HUMAN"	"HUMAN"	"0"
"sp|Q9Y3F4|STRAP_HUMAN"	"HUMAN"	"0"
"sp|Q9H3U1|UN45A_HUMAN"	"HUMAN"	"0"
"sp|Q6P1J9|CDC73_HUMAN"	"HUMAN"	"0"
"sp|Q8N9M1|CS047_HUMAN"	"HUMAN"	"0"
"sp|Q9HCC0|MCCB_HUMAN"	"HUMAN"	"0"
"sp|Q53GS7|GLE1_HUMAN"	"HUMAN"	"0"
"sp|Q86TX2|ACOT1_HUMAN"	"HUMAN"	"0"
"sp|Q99615|DNJC7_HUMAN"	"HUMAN"	"0"
"sp|Q53H96|P5CR3_HUMAN"	"HUMAN"	"0"
"sp|Q13895|BYST_HUMAN"	"HUMAN"	"0"
"sp|Q92817|EVPL_HUMAN"	"HUMAN"	"0"
"sp|P13667|PDIA4_HUMAN"	"HUMAN"	"0"
"sp|P80303|NUCB2_HUMAN"	"HUMAN"	"0"
"sp|Q14204|DYHC1_HUMAN"	"HUMAN"	"0"
"sp|P22314|UBA1_HUMAN"	"HUMAN"	"0"
"sp|O75152|ZC11A_HUMAN"	"HUMAN"	"0"
"sp|P11766|ADHX_HUMAN"	"HUMAN"	"0"
"sp|P13804|ETFA_HUMAN"	"HUMAN"	"0"
"sp|Q92599|SEPT8_HUMAN"	"HUMAN"	"0"
"sp|Q5VTR2|BRE1A_HUMAN"	"HUMAN"	"0"
"sp|P10809|CH60_HUMAN"	"HUMAN"	"0"
"sp|Q14974|IMB1_HUMAN"	"HUMAN"	"0"
"sp|Q99460|PSMD1_HUMAN"	"HUMAN"	"0"
"sp|A1L0T0|HACL2_HUMAN"	"HUMAN"	"0"
"sp|Q01844|EWS_HUMAN"	"HUMAN"	"0"
"sp|Q96F86|EDC3_HUMAN"	"HUMAN"	"0"
"sp|Q29RF7|PDS5A_HUMAN"	"HUMAN"	"0"
"sp|Q07864|DPOE1_HUMAN"	"HUMAN"	"0"
"sp|Q9NR30|DDX21_HUMAN"	"HUMAN"	"0"
"sp|P13716|HEM2_HUMAN"	"HUMAN"	"0"
"sp|Q13435|SF3B2_HUMAN"	"HUMAN"	"0"
"sp|Q9BZE4|GTPB4_HUMAN"	"HUMAN"	"0"
"sp|Q96GX9|MTNB_HUMAN"	"HUMAN"	"0"
"sp|Q6P2Q9|PRP8_HUMAN"	"HUMAN"	"0"
"sp|Q8N8S7|ENAH_HUMAN"	"HUMAN"	"0"
"sp|P05023|AT1A1_HUMAN"	"HUMAN"	"0"
"sp|Q7L8L6|FAKD5_HUMAN"	"HUMAN"	"0"
"sp|P06733|ENOA_HUMAN"	"HUMAN"	"0"
"sp|P49768|PSN1_HUMAN"	"HUMAN"	"0"
"sp|Q9UMY1|NOL7_HUMAN"	"HUMAN"	"0"
"sp|B0I1T2|MYO1G_HUMAN"	"HUMAN"	"0"
"sp|Q15125|EBP_HUMAN"	"HUMAN"	"0"
"sp|O60294|TYW4_HUMAN"	"HUMAN"	"0"
"sp|P46100|ATRX_HUMAN"	"HUMAN"	"0"
"sp|P51659|DHB4_HUMAN"	"HUMAN"	"0"
"sp|P11310|ACADM_HUMAN"	"HUMAN"	"0"
"sp|O94967|WDR47_HUMAN"	"HUMAN"	"0"
"sp|P09884|DPOLA_HUMAN"	"HUMAN"	"0"
"sp|O75955|FLOT1_HUMAN"	"HUMAN"	"0"
"sp|P02545|LMNA_HUMAN"	"HUMAN"	"0"
"sp|P05141|ADT2_HUMAN"	"HUMAN"	"0"
"sp|P12235|ADT1_HUMAN"	"HUMAN"	"0"
"sp|Q14839|CHD4_HUMAN"	"HUMAN"	"0"
"sp|P04083|ANXA1_HUMAN"	"HUMAN"	"0"
"sp|Q14019|COTL1_HUMAN"	"HUMAN"	"0"
"sp|Q8N163|CCAR2_HUMAN"	"HUMAN"	"0"
"sp|Q9C0B1|FTO_HUMAN"	"HUMAN"	"0"
"sp|P54136|SYRC_HUMAN"	"HUMAN"	"0"
"sp|Q8NBJ5|GT251_HUMAN"	"HUMAN"	"0"
"sp|Q9Y6Y8|S23IP_HUMAN"	"HUMAN"	"0"
"sp|O95155|UBE4B_HUMAN"	"HUMAN"	"0"
"sp|P62873|GBB1_HUMAN"	"HUMAN"	"0"
"sp|Q96QK1|VPS35_HUMAN"	"HUMAN"	"0"
"sp|O95825|QORL1_HUMAN"	"HUMAN"	"0"
"sp|P00558|PGK1_HUMAN"	"HUMAN"	"0"
"sp|Q53EP0|FND3B_HUMAN"	"HUMAN"	"0"
"sp|Q8IZ69|TRM2A_HUMAN"	"HUMAN"	"0"
"sp|Q6Y7W6|GGYF2_HUMAN"	"HUMAN"	"0"
"sp|Q9UJV9|DDX41_HUMAN"	"HUMAN"	"0"
"sp|Q9Y5A7|NUB1_HUMAN"	"HUMAN"	"0"
"sp|Q96BR5|COA7_HUMAN"	"HUMAN"	"0"
"sp|P01024|CO3_HUMAN"	"HUMAN"	"0"
"sp|Q6PD62|CTR9_HUMAN"	"HUMAN"	"0"
"sp|Q9H9P8|L2HDH_HUMAN"	"HUMAN"	"0"
"sp|Q9Y5J1|UTP18_HUMAN"	"HUMAN"	"0"
"sp|P26640|SYVC_HUMAN"	"HUMAN"	"0"
"sp|Q96I25|SPF45_HUMAN"	"HUMAN"	"0"
"sp|P00533|EGFR_HUMAN"	"HUMAN"	"0"
"sp|P62879|GBB2_HUMAN"	"HUMAN"	"0"
"sp|Q99536|VAT1_HUMAN"	"HUMAN"	"0"
"sp|P22234|PUR6_HUMAN"	"HUMAN"	"0"
"sp|P55769|NH2L1_HUMAN"	"HUMAN"	"0"
"sp|P29144|TPP2_HUMAN"	"HUMAN"	"0"
"sp|A0AVT1|UBA6_HUMAN"	"HUMAN"	"0"
"sp|Q14690|RRP5_HUMAN"	"HUMAN"	"0"
"sp|Q6YN16|HSDL2_HUMAN"	"HUMAN"	"0"
"sp|P52564|MP2K6_HUMAN"	"HUMAN"	"0"
"sp|P36952|SPB5_HUMAN"	"HUMAN"	"0"
"sp|P12814|ACTN1_HUMAN"	"HUMAN"	"0"
"sp|O43707|ACTN4_HUMAN"	"HUMAN"	"0"
"sp|P63272|SPT4H_HUMAN"	"HUMAN"	"0"
"sp|Q86Y56|DAAF5_HUMAN"	"HUMAN"	"0"
"sp|Q9BZH6|WDR11_HUMAN"	"HUMAN"	"0"
"sp|Q9BQ67|GRWD1_HUMAN"	"HUMAN"	"0"
"sp|Q8IZL8|PELP1_HUMAN"	"HUMAN"	"0"
"sp|P09104|ENOG_HUMAN"	"HUMAN"	"0"
"sp|Q9HAV0|GBB4_HUMAN"	"HUMAN"	"0"
"sp|Q14146|URB2_HUMAN"	"HUMAN"	"0"
"sp|P15927|RFA2_HUMAN"	"HUMAN"	"0"
"sp|P52272|HNRPM_HUMAN"	"HUMAN"	"0"
"sp|P26358|DNMT1_HUMAN"	"HUMAN"	"0"
"sp|P61247|RS3A_HUMAN"	"HUMAN"	"0"
"sp|P49368|TCPG_HUMAN"	"HUMAN"	"0"
"sp|A6NHR9|SMHD1_HUMAN"	"HUMAN"	"0"
"sp|P00491|PNPH_HUMAN"	"HUMAN"	"0"
"sp|Q9Y2K7|KDM2A_HUMAN"	"HUMAN"	"0"
"sp|P23396|RS3_HUMAN"	"HUMAN"	"0"
"sp|P61163|ACTZ_HUMAN"	"HUMAN"	"0"
"sp|P22681|CBL_HUMAN"	"HUMAN"	"0"
"sp|Q9H8Y8|GORS2_HUMAN"	"HUMAN"	"0"
"sp|O94905|ERLN2_HUMAN"	"HUMAN"	"0"
"sp|Q68DH5|LMBD2_HUMAN"	"HUMAN"	"0"
"sp|O75477|ERLN1_HUMAN"	"HUMAN"	"0"
"sp|Q8NFQ8|TOIP2_HUMAN"	"HUMAN"	"0"
"sp|Q15836|VAMP3_HUMAN"	"HUMAN"	"0"
"sp|O75792|RNH2A_HUMAN"	"HUMAN"	"0"
"sp|Q9BQ52|RNZ2_HUMAN"	"HUMAN"	"0"
"sp|O95433|AHSA1_HUMAN"	"HUMAN"	"0"
"sp|Q99504|EYA3_HUMAN"	"HUMAN"	"0"
"sp|P49411|EFTU_HUMAN"	"HUMAN"	"0"
"sp|Q8WXH0|SYNE2_HUMAN"	"HUMAN"	"0"
"sp|Q9NZM1|MYOF_HUMAN"	"HUMAN"	"0"
"sp|Q9H9L3|I20L2_HUMAN"	"HUMAN"	"0"
"sp|Q13123|RED_HUMAN"	"HUMAN"	"0"
"sp|P22307|SCP2_HUMAN"	"HUMAN"	"0"
"sp|Q7KZF4|SND1_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|Q9Y2W2|WBP11_HUMAN"	"HUMAN"	"0"
