"Protein"	"Organism"	"DEP"
"sp|A6NCS6|CB072_HUMAN"	"HUMAN"	"0"
"sp|A6ND36|FA83G_HUMAN"	"HUMAN"	"0"
"sp|A6NDB9|PALM3_HUMAN"	"HUMAN"	"0"
"sp|A6NDG6|PGP_HUMAN"	"HUMAN"	"0"
"sp|A6NDU8|RIMC1_HUMAN"	"HUMAN"	"0"
"sp|A6NED2|RCCD1_HUMAN"	"HUMAN"	"0"
"sp|A6NGN9|IGLO5_HUMAN"	"HUMAN"	"0"
"sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN"	"HUMAN"	"0"
"sp|A6NHL2|TBAL3_HUMAN"	"HUMAN"	"0"
"sp|A6NHQ2|FBLL1_HUMAN"	"HUMAN"	"0"
"sp|A6NHR9|SMHD1_HUMAN"	"HUMAN"	"0"
"sp|A6NHX0|CAST2_HUMAN"	"HUMAN"	"0"
"sp|A6NIH7|U119B_HUMAN"	"HUMAN"	"0"
"sp|A6NJ78|MET15_HUMAN"	"HUMAN"	"0"
"sp|A6NKD9|CC85C_HUMAN"	"HUMAN"	"0"
"sp|A6NKF1|SAC31_HUMAN"	"HUMAN"	"0"
"sp|A6NKG5|RTL1_HUMAN"	"HUMAN"	"0"
"sp|A6NKT7|RGPD3_HUMAN"	"HUMAN"	"0"
"sp|A6NMZ7|CO6A6_HUMAN"	"HUMAN"	"0"
"sp|A6NNE9|MARHB_HUMAN"	"HUMAN"	"0"
"sp|A6ZKI3|RTL8C_HUMAN"	"HUMAN"	"0"
"sp|A7E2V4|ZSWM8_HUMAN"	"HUMAN"	"0"
"sp|A7E2Y1|MYH7B_HUMAN"	"HUMAN"	"0"
"sp|A7KAX9|RHG32_HUMAN"	"HUMAN"	"0"
"sp|A8CG34|P121C_HUMAN;sp|A6NF01|P121B_HUMAN;sp|Q6PJE2|POZP3_HUMAN"	"HUMAN"	"0"
"sp|Q9NQA3|WASH6_HUMAN;sp|C4AMC7|WASH3_HUMAN;sp|Q6VEQ5|WASH2_HUMAN;sp|A8K0Z3|WASH1_HUMAN;sp|A8MWX3|WASH4_HUMAN"	"HUMAN"	"0"
"sp|A8K855|EFCB7_HUMAN"	"HUMAN"	"0"
"sp|A8MT69|CENPX_HUMAN"	"HUMAN"	"0"
"sp|A8MU93|CQ100_HUMAN"	"HUMAN"	"0"
"sp|A8MVW0|F1712_HUMAN"	"HUMAN"	"0"
"sp|A8MW92|P20L1_HUMAN"	"HUMAN"	"0"
"sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN"	"HUMAN"	"0"
"sp|A8MXV4|NUD19_HUMAN"	"HUMAN"	"0"
"sp|A9UHW6|MI4GD_HUMAN"	"HUMAN"	"0"
"sp|B0YJ81|HACD1_HUMAN"	"HUMAN"	"0"
"sp|B2RTY4|MYO9A_HUMAN"	"HUMAN"	"0"
"sp|B2RUZ4|SMIM1_HUMAN"	"HUMAN"	"0"
"sp|B7ZAP0|RBG10_HUMAN"	"HUMAN"	"0"
"sp|P0CG08|GPHRB_HUMAN;sp|B7ZAQ6|GPHRA_HUMAN"	"HUMAN"	"0"
"sp|O43374|RASL2_HUMAN;sp|C9J798|RAS4B_HUMAN"	"HUMAN"	"0"
"sp|C9J7I0|UMAD1_HUMAN"	"HUMAN"	"0"
"sp|C9JH25|PRRT4_HUMAN"	"HUMAN"	"0"
"sp|C9JLW8|MCRI1_HUMAN"	"HUMAN"	"0"
"sp|Q13765|NACA_HUMAN;sp|E9PAV3|NACAM_HUMAN"	"HUMAN"	"0"
"sp|E9PRG8|CK098_HUMAN"	"HUMAN"	"0"
"sp|L0R6Q1|S35U4_HUMAN"	"HUMAN"	"0"
"sp|L0R819|ASURF_HUMAN"	"HUMAN"	"0"
"sp|O00116|ADAS_HUMAN"	"HUMAN"	"0"
"sp|O00124|UBXN8_HUMAN"	"HUMAN"	"0"
"sp|O00139|KIF2A_HUMAN"	"HUMAN"	"0"
"sp|O00148|DX39A_HUMAN"	"HUMAN"	"0"
"sp|O00151|PDLI1_HUMAN"	"HUMAN"	"0"
"sp|O00154|BACH_HUMAN;sp|Q6ZUV0|BACHL_HUMAN"	"HUMAN"	"0"
"sp|O00159|MYO1C_HUMAN"	"HUMAN"	"0"
"sp|O00161|SNP23_HUMAN"	"HUMAN"	"0"
"sp|O00165|HAX1_HUMAN"	"HUMAN"	"0"
"sp|O00170|AIP_HUMAN"	"HUMAN"	"0"
"sp|O00178|GTPB1_HUMAN"	"HUMAN"	"0"
"sp|O00186|STXB3_HUMAN"	"HUMAN"	"0"
"sp|O00192|ARVC_HUMAN"	"HUMAN"	"0"
"sp|O00193|SMAP_HUMAN"	"HUMAN"	"0"
"sp|O00203|AP3B1_HUMAN"	"HUMAN"	"0"
"sp|O00213|APBB1_HUMAN"	"HUMAN"	"0"
"sp|O00214|LEG8_HUMAN"	"HUMAN"	"0"
"sp|O00217|NDUS8_HUMAN"	"HUMAN"	"0"
"sp|O00231|PSD11_HUMAN"	"HUMAN"	"0"
"sp|O00232|PSD12_HUMAN"	"HUMAN"	"0"
"sp|O00233|PSMD9_HUMAN"	"HUMAN"	"0"
"sp|O00244|ATOX1_HUMAN"	"HUMAN"	"0"
"sp|O00255|MEN1_HUMAN"	"HUMAN"	"0"
"sp|O00257|CBX4_HUMAN"	"HUMAN"	"0"
"sp|O00258|GET1_HUMAN"	"HUMAN"	"0"
"sp|O00264|PGRC1_HUMAN"	"HUMAN"	"0"
"sp|O00267|SPT5H_HUMAN"	"HUMAN"	"0"
"sp|O00268|TAF4_HUMAN;sp|Q92750|TAF4B_HUMAN"	"HUMAN"	"0"
"sp|O00273|DFFA_HUMAN"	"HUMAN"	"0"
"sp|O00287|RFXAP_HUMAN"	"HUMAN"	"0"
"sp|O00291|HIP1_HUMAN"	"HUMAN"	"0"
"sp|O00299|CLIC1_HUMAN"	"HUMAN"	"0"
"sp|O00303|EIF3F_HUMAN"	"HUMAN"	"0"
"sp|O00308|WWP2_HUMAN"	"HUMAN"	"0"
"sp|O00311|CDC7_HUMAN"	"HUMAN"	"0"
"sp|O00329|PK3CD_HUMAN"	"HUMAN"	"0"
"sp|O00330|ODPX_HUMAN"	"HUMAN"	"0"
"sp|O00391|QSOX1_HUMAN"	"HUMAN"	"0"
"sp|O00399|DCTN6_HUMAN"	"HUMAN"	"0"
"sp|O00400|ACATN_HUMAN"	"HUMAN"	"0"
"sp|O00401|WASL_HUMAN"	"HUMAN"	"0"
"sp|O00410|IPO5_HUMAN"	"HUMAN"	"0"
"sp|O00411|RPOM_HUMAN"	"HUMAN"	"0"
"sp|O00418|EF2K_HUMAN"	"HUMAN"	"0"
"sp|O00423|EMAL1_HUMAN"	"HUMAN"	"0"
"sp|O00425|IF2B3_HUMAN"	"HUMAN"	"0"
"sp|O00429|DNM1L_HUMAN"	"HUMAN"	"0"
"sp|O00442|RTCA_HUMAN"	"HUMAN"	"0"
"sp|O00443|P3C2A_HUMAN"	"HUMAN"	"0"
"sp|O00458|IFRD1_HUMAN"	"HUMAN"	"0"
"sp|O00459|P85B_HUMAN"	"HUMAN"	"0"
"sp|O00461|GOLI4_HUMAN"	"HUMAN"	"0"
"sp|O00462|MANBA_HUMAN"	"HUMAN"	"0"
"sp|O00463|TRAF5_HUMAN"	"HUMAN"	"0"
"sp|O00468|AGRIN_HUMAN"	"HUMAN"	"0"
"sp|O00469|PLOD2_HUMAN"	"HUMAN"	"0"
"sp|O00470|MEIS1_HUMAN"	"HUMAN"	"0"
"sp|O00471|EXOC5_HUMAN"	"HUMAN"	"0"
"sp|O00479|HMGN4_HUMAN"	"HUMAN"	"0"
"sp|O00483|NDUA4_HUMAN"	"HUMAN"	"0"
"sp|O00487|PSDE_HUMAN"	"HUMAN"	"0"
"sp|O00488|ZN593_HUMAN"	"HUMAN"	"0"
"sp|O00499|BIN1_HUMAN;sp|Q9UBW5|BIN2_HUMAN;sp|P49418|AMPH_HUMAN"	"HUMAN"	"0"
"sp|O00505|IMA4_HUMAN"	"HUMAN"	"0"
"sp|O00506|STK25_HUMAN"	"HUMAN"	"0"
"sp|O00512|BCL9_HUMAN"	"HUMAN"	"0"
"sp|O00522|KRIT1_HUMAN"	"HUMAN"	"0"
"sp|O00541|PESC_HUMAN"	"HUMAN"	"0"
"sp|O00559|RCAS1_HUMAN"	"HUMAN"	"0"
"sp|O00560|SDCB1_HUMAN"	"HUMAN"	"0"
"sp|O00562|PITM1_HUMAN"	"HUMAN"	"0"
"sp|O00566|MPP10_HUMAN"	"HUMAN"	"0"
"sp|O00567|NOP56_HUMAN"	"HUMAN"	"0"
"sp|O00571|DDX3X_HUMAN;sp|Q9NQI0|DDX4_HUMAN"	"HUMAN"	"0"
"sp|O00584|RNT2_HUMAN"	"HUMAN"	"0"
"sp|O00592|PODXL_HUMAN"	"HUMAN"	"0"
"sp|O00622|CCN1_HUMAN"	"HUMAN"	"0"
"sp|O00625|PIR_HUMAN"	"HUMAN"	"0"
"sp|O00629|IMA3_HUMAN"	"HUMAN"	"0"
"sp|O00712|NFIB_HUMAN"	"HUMAN"	"0"
"sp|O00716|E2F3_HUMAN"	"HUMAN"	"0"
"sp|O00743|PPP6_HUMAN"	"HUMAN"	"0"
"sp|O00746|NDKM_HUMAN"	"HUMAN"	"0"
"sp|O00754|MA2B1_HUMAN"	"HUMAN"	"0"
"sp|O00762|UBE2C_HUMAN"	"HUMAN"	"0"
"sp|O00764|PDXK_HUMAN"	"HUMAN"	"0"
"sp|O00767|SCD_HUMAN"	"HUMAN"	"0"
"sp|O14490|DLGP1_HUMAN"	"HUMAN"	"0"
"sp|O14495|PLPP3_HUMAN"	"HUMAN"	"0"
"sp|O14497|ARI1A_HUMAN"	"HUMAN"	"0"
"sp|O14519|CDKA1_HUMAN;sp|O75956|CDKA2_HUMAN"	"HUMAN"	"0"
"sp|O14523|C2C2L_HUMAN"	"HUMAN"	"0"
"sp|O14524|NEMP1_HUMAN"	"HUMAN"	"0"
"sp|O14529|CUX2_HUMAN"	"HUMAN"	"0"
"sp|O14530|TXND9_HUMAN"	"HUMAN"	"0"
"sp|O14531|DPYL4_HUMAN"	"HUMAN"	"0"
"sp|O14544|SOCS6_HUMAN"	"HUMAN"	"0"
"sp|O14545|TRAD1_HUMAN"	"HUMAN"	"0"
"sp|O14548|COX7R_HUMAN"	"HUMAN"	"0"
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	"0"
"sp|O14576|DC1I1_HUMAN"	"HUMAN"	"0"
"sp|O14578|CTRO_HUMAN"	"HUMAN"	"0"
"sp|O14579|COPE_HUMAN"	"HUMAN"	"0"
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	"0"
"sp|O14618|CCS_HUMAN"	"HUMAN"	"0"
"sp|O14639|ABLM1_HUMAN"	"HUMAN"	"0"
"sp|P54792|DVLP1_HUMAN;sp|O14640|DVL1_HUMAN"	"HUMAN"	"0"
"sp|O14641|DVL2_HUMAN"	"HUMAN"	"0"
"sp|O14647|CHD2_HUMAN"	"HUMAN"	"0"
"sp|O14653|GOSR2_HUMAN"	"HUMAN"	"0"
"sp|O14656|TOR1A_HUMAN"	"HUMAN"	"0"
"sp|O14657|TOR1B_HUMAN"	"HUMAN"	"0"
"sp|O14662|STX16_HUMAN"	"HUMAN"	"0"
"sp|O14672|ADA10_HUMAN"	"HUMAN"	"0"
"sp|O14678|ABCD4_HUMAN"	"HUMAN"	"0"
"sp|O14681|EI24_HUMAN"	"HUMAN"	"0"
"sp|O14683|P5I11_HUMAN"	"HUMAN"	"0"
"sp|O14686|KMT2D_HUMAN"	"HUMAN"	"0"
"sp|O14713|ITBP1_HUMAN"	"HUMAN"	"0"
"sp|O14727|APAF_HUMAN"	"HUMAN"	"0"
"sp|O14730|RIOK3_HUMAN"	"HUMAN"	"0"
"sp|O14733|MP2K7_HUMAN"	"HUMAN"	"0"
"sp|O14734|ACOT8_HUMAN"	"HUMAN"	"0"
"sp|O14735|CDIPT_HUMAN"	"HUMAN"	"0"
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	"0"
"sp|O14757|CHK1_HUMAN"	"HUMAN"	"0"
"sp|O14770|MEIS2_HUMAN;sp|A6NDR6|ME3L1_HUMAN;sp|Q99687|MEIS3_HUMAN"	"HUMAN"	"0"
"sp|O14772|FPGT_HUMAN"	"HUMAN"	"0"
"sp|O14773|TPP1_HUMAN"	"HUMAN"	"0"
"sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN"	"HUMAN"	"0"
"sp|O14777|NDC80_HUMAN"	"HUMAN"	"0"
"sp|O14782|KIF3C_HUMAN"	"HUMAN"	"0"
"sp|O14786|NRP1_HUMAN"	"HUMAN"	"0"
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	"0"
"sp|O14795|UN13B_HUMAN"	"HUMAN"	"0"
"sp|O14807|RASM_HUMAN"	"HUMAN"	"0"
"sp|O14810|CPLX1_HUMAN"	"HUMAN"	"0"
"sp|O14813|PHX2A_HUMAN"	"HUMAN"	"0"
"sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN"	"HUMAN"	"0"
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	"0"
"sp|O14832|PAHX_HUMAN"	"HUMAN"	"0"
"sp|O14874|BCKD_HUMAN"	"HUMAN"	"0"
"sp|O14880|MGST3_HUMAN"	"HUMAN"	"0"
"sp|O14907|TX1B3_HUMAN"	"HUMAN"	"0"
"sp|O14908|GIPC1_HUMAN;sp|Q8TF64|GIPC3_HUMAN"	"HUMAN"	"0"
"sp|O14920|IKKB_HUMAN"	"HUMAN"	"0"
"sp|O14924|RGS12_HUMAN"	"HUMAN"	"0"
"sp|O14925|TIM23_HUMAN;sp|Q5SRD1|TI23B_HUMAN"	"HUMAN"	"0"
"sp|O14929|HAT1_HUMAN"	"HUMAN"	"0"
"sp|O14933|UB2L6_HUMAN"	"HUMAN"	"0"
"sp|O14936|CSKP_HUMAN"	"HUMAN"	"0"
"sp|O14949|QCR8_HUMAN"	"HUMAN"	"0"
"sp|P19105|ML12A_HUMAN;sp|O14950|ML12B_HUMAN"	"HUMAN"	"0"
"sp|O14964|HGS_HUMAN"	"HUMAN"	"0"
"sp|O14965|AURKA_HUMAN"	"HUMAN"	"0"
"sp|O14966|RAB7L_HUMAN"	"HUMAN"	"0"
"sp|O14967|CLGN_HUMAN"	"HUMAN"	"0"
"sp|O14972|VP26C_HUMAN"	"HUMAN"	"0"
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	"0"
"sp|O14975|S27A2_HUMAN"	"HUMAN"	"0"
"sp|O14976|GAK_HUMAN"	"HUMAN"	"0"
"sp|O14980|XPO1_HUMAN"	"HUMAN"	"0"
"sp|O14981|BTAF1_HUMAN"	"HUMAN"	"0"
"sp|O15013|ARHGA_HUMAN"	"HUMAN"	"0"
"sp|O15014|ZN609_HUMAN"	"HUMAN"	"0"
"sp|O15015|ZN646_HUMAN"	"HUMAN"	"0"
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	"0"
"sp|O15021|MAST4_HUMAN"	"HUMAN"	"0"
"sp|O15027|SC16A_HUMAN"	"HUMAN"	"0"
"sp|O15031|PLXB2_HUMAN"	"HUMAN"	"0"
"sp|O15033|AREL1_HUMAN"	"HUMAN"	"0"
"sp|O15037|KHNYN_HUMAN"	"HUMAN"	"0"
"sp|O15042|SR140_HUMAN"	"HUMAN"	"0"
"sp|O15047|SET1A_HUMAN"	"HUMAN"	"0"
"sp|O15054|KDM6B_HUMAN"	"HUMAN"	"0"
"sp|O15056|SYNJ2_HUMAN"	"HUMAN"	"0"
"sp|O15060|ZBT39_HUMAN"	"HUMAN"	"0"
"sp|O15061|SYNEM_HUMAN"	"HUMAN"	"0"
"sp|O15062|ZBTB5_HUMAN"	"HUMAN"	"0"
"sp|O15066|KIF3B_HUMAN;sp|Q9BVG8|KIFC3_HUMAN;sp|Q9P2E2|KIF17_HUMAN"	"HUMAN"	"0"
"sp|O15067|PUR4_HUMAN"	"HUMAN"	"0"
"sp|O15068|MCF2L_HUMAN"	"HUMAN"	"0"
"sp|O15069|NACAD_HUMAN"	"HUMAN"	"0"
"sp|O15075|DCLK1_HUMAN"	"HUMAN"	"0"
"sp|O15078|CE290_HUMAN"	"HUMAN"	"0"
"sp|O15084|ANR28_HUMAN"	"HUMAN"	"0"
"sp|O15085|ARHGB_HUMAN"	"HUMAN"	"0"
"sp|O15090|ZN536_HUMAN"	"HUMAN"	"0"
"sp|O15091|MRPP3_HUMAN"	"HUMAN"	"0"
"sp|O15111|IKKA_HUMAN"	"HUMAN"	"0"
"sp|O15116|LSM1_HUMAN"	"HUMAN"	"0"
"sp|O15118|NPC1_HUMAN"	"HUMAN"	"0"
"sp|O15119|TBX3_HUMAN"	"HUMAN"	"0"
"sp|O15120|PLCB_HUMAN"	"HUMAN"	"0"
"sp|O15121|DEGS1_HUMAN"	"HUMAN"	"0"
"sp|O15126|SCAM1_HUMAN"	"HUMAN"	"0"
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	"0"
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	"0"
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	"0"
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	"0"
"sp|O15151|MDM4_HUMAN"	"HUMAN"	"0"
"sp|O15155|BET1_HUMAN"	"HUMAN"	"0"
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	"0"
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	"0"
"sp|O15173|PGRC2_HUMAN"	"HUMAN"	"0"
"sp|O15182|CETN3_HUMAN"	"HUMAN"	"0"
"sp|O15211|RGL2_HUMAN"	"HUMAN"	"0"
"sp|O15212|PFD6_HUMAN"	"HUMAN"	"0"
"sp|O15213|WDR46_HUMAN"	"HUMAN"	"0"
"sp|O15217|GSTA4_HUMAN"	"HUMAN"	"0"
"sp|O15226|NKRF_HUMAN"	"HUMAN"	"0"
"sp|O15228|GNPAT_HUMAN"	"HUMAN"	"0"
"sp|O15230|LAMA5_HUMAN"	"HUMAN"	"0"
"sp|O15231|ZN185_HUMAN"	"HUMAN"	"0"
"sp|O15234|CASC3_HUMAN"	"HUMAN"	"0"
"sp|O15240|VGF_HUMAN"	"HUMAN"	"0"
"sp|O15258|RER1_HUMAN"	"HUMAN"	"0"
"sp|O15260|SURF4_HUMAN"	"HUMAN"	"0"
"sp|O15265|ATX7_HUMAN"	"HUMAN"	"0"
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	"0"
"sp|O15270|SPTC2_HUMAN"	"HUMAN"	"0"
"sp|O15287|FANCG_HUMAN"	"HUMAN"	"0"
"sp|O15294|OGT1_HUMAN"	"HUMAN"	"0"
"sp|O15305|PMM2_HUMAN"	"HUMAN"	"0"
"sp|O15318|RPC7_HUMAN"	"HUMAN"	"0"
"sp|O15321|TM9S1_HUMAN"	"HUMAN"	"0"
"sp|O15344|TRI18_HUMAN;sp|Q9UJV3|TRIM1_HUMAN"	"HUMAN"	"0"
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	"0"
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	"0"
"sp|O15357|SHIP2_HUMAN"	"HUMAN"	"0"
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	"0"
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	"0"
"sp|O15379|HDAC3_HUMAN"	"HUMAN"	"0"
"sp|O15381|NVL_HUMAN"	"HUMAN"	"0"
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	"0"
"sp|O15391|TYY2_HUMAN"	"HUMAN"	"0"
"sp|O15392|BIRC5_HUMAN"	"HUMAN"	"0"
"sp|O15394|NCAM2_HUMAN"	"HUMAN"	"0"
"sp|O15397|IPO8_HUMAN"	"HUMAN"	"0"
"sp|O15400|STX7_HUMAN"	"HUMAN"	"0"
"sp|O15427|MOT4_HUMAN"	"HUMAN"	"0"
"sp|O15431|COPT1_HUMAN"	"HUMAN"	"0"
"sp|O15439|MRP4_HUMAN"	"HUMAN"	"0"
"sp|O15440|MRP5_HUMAN"	"HUMAN"	"0"
"sp|O15446|RPA34_HUMAN"	"HUMAN"	"0"
"sp|O15460|P4HA2_HUMAN"	"HUMAN"	"0"
"sp|O15484|CAN5_HUMAN"	"HUMAN"	"0"
"sp|O15498|YKT6_HUMAN"	"HUMAN"	"0"
"sp|O15504|NUP42_HUMAN"	"HUMAN"	"0"
"sp|O15511|ARPC5_HUMAN"	"HUMAN"	"0"
"sp|O15514|RPB4_HUMAN"	"HUMAN"	"0"
"sp|O15523|DDX3Y_HUMAN"	"HUMAN"	"0"
"sp|O15525|MAFG_HUMAN"	"HUMAN"	"0"
"sp|O15530|PDPK1_HUMAN;sp|Q6A1A2|PDPK2_HUMAN"	"HUMAN"	"0"
"sp|O15534|PER1_HUMAN"	"HUMAN"	"0"
"sp|O15541|R113A_HUMAN"	"HUMAN"	"0"
"sp|O15550|KDM6A_HUMAN;sp|O14607|UTY_HUMAN"	"HUMAN"	"0"
"sp|O43148|MCES_HUMAN"	"HUMAN"	"0"
"sp|O43149|ZZEF1_HUMAN"	"HUMAN"	"0"
"sp|O43150|ASAP2_HUMAN"	"HUMAN"	"0"
"sp|O43156|TTI1_HUMAN"	"HUMAN"	"0"
"sp|O43157|PLXB1_HUMAN;sp|Q9ULL4|PLXB3_HUMAN"	"HUMAN"	"0"
"sp|O43159|RRP8_HUMAN"	"HUMAN"	"0"
"sp|O43164|PJA2_HUMAN"	"HUMAN"	"0"
"sp|O43166|SI1L1_HUMAN"	"HUMAN"	"0"
"sp|O43167|ZBT24_HUMAN"	"HUMAN"	"0"
"sp|O43169|CYB5B_HUMAN"	"HUMAN"	"0"
"sp|O43172|PRP4_HUMAN"	"HUMAN"	"0"
"sp|O43173|SIA8C_HUMAN"	"HUMAN"	"0"
"sp|O43175|SERA_HUMAN"	"HUMAN"	"0"
"sp|O43181|NDUS4_HUMAN"	"HUMAN"	"0"
"sp|O43237|DC1L2_HUMAN"	"HUMAN"	"0"
"sp|O43242|PSMD3_HUMAN"	"HUMAN"	"0"
"sp|O43251|RFOX2_HUMAN;sp|Q9NWB1|RFOX1_HUMAN;sp|A6NFN3|RFOX3_HUMAN"	"HUMAN"	"0"
"sp|O43252|PAPS1_HUMAN"	"HUMAN"	"0"
"sp|O43257|ZNHI1_HUMAN"	"HUMAN"	"0"
"sp|O43264|ZW10_HUMAN"	"HUMAN"	"0"
"sp|O43281|EFS_HUMAN"	"HUMAN"	"0"
"sp|O43286|B4GT5_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|O43292|GPAA1_HUMAN"	"HUMAN"	"0"
"sp|O43293|DAPK3_HUMAN;sp|Q9UIK4|DAPK2_HUMAN"	"HUMAN"	"0"
"sp|O43294|TGFI1_HUMAN"	"HUMAN"	"0"
"sp|O43299|AP5Z1_HUMAN"	"HUMAN"	"0"
"sp|O43301|HS12A_HUMAN;sp|Q96MM6|HS12B_HUMAN"	"HUMAN"	"0"
"sp|O43303|CP110_HUMAN"	"HUMAN"	"0"
"sp|O43306|ADCY6_HUMAN;sp|O95622|ADCY5_HUMAN"	"HUMAN"	"0"
"sp|O43310|CTIF_HUMAN"	"HUMAN"	"0"
"sp|O43314|VIP2_HUMAN;sp|Q6PFW1|VIP1_HUMAN"	"HUMAN"	"0"
"sp|O43318|M3K7_HUMAN"	"HUMAN"	"0"
"sp|O43324|MCA3_HUMAN"	"HUMAN"	"0"
"sp|O43347|MSI1H_HUMAN"	"HUMAN"	"0"
"sp|O43353|RIPK2_HUMAN"	"HUMAN"	"0"
"sp|O43390|HNRPR_HUMAN"	"HUMAN"	"0"
"sp|O43395|PRPF3_HUMAN"	"HUMAN"	"0"
"sp|O43396|TXNL1_HUMAN"	"HUMAN"	"0"
"sp|O43399|TPD54_HUMAN"	"HUMAN"	"0"
"sp|O43402|EMC8_HUMAN"	"HUMAN"	"0"
"sp|O43405|COCH_HUMAN"	"HUMAN"	"0"
"sp|O43414|ERI3_HUMAN"	"HUMAN"	"0"
"sp|O43422|P52K_HUMAN"	"HUMAN"	"0"
"sp|O43426|SYNJ1_HUMAN"	"HUMAN"	"0"
"sp|O43432|IF4G3_HUMAN"	"HUMAN"	"0"
"sp|O43439|MTG8R_HUMAN"	"HUMAN"	"0"
"sp|O43447|PPIH_HUMAN"	"HUMAN"	"0"
"sp|O43464|HTRA2_HUMAN;sp|P83110|HTRA3_HUMAN"	"HUMAN"	"0"
"sp|O43488|ARK72_HUMAN"	"HUMAN"	"0"
"sp|O43490|PROM1_HUMAN"	"HUMAN"	"0"
