"Protein"	"Organism"	"DEP"
"sp|O00267|SPT5H_HUMAN"	"HUMAN"	"0"
"sp|O00273|DFFA_HUMAN"	"HUMAN"	"0"
"sp|O00299|CLIC1_HUMAN"	"HUMAN"	"0"
"sp|O00303|EIF3F_HUMAN"	"HUMAN"	"0"
"sp|O00410|IPO5_HUMAN;sp|O60518|RNBP6_HUMAN"	"HUMAN"	"0"
"sp|O00422|SAP18_HUMAN"	"HUMAN"	"0"
"sp|O00425|IF2B3_HUMAN"	"HUMAN"	"0"
"sp|O00429|DNM1L_HUMAN"	"HUMAN"	"0"
"sp|O00442|RTCA_HUMAN"	"HUMAN"	"0"
"sp|O00479|HMGN4_HUMAN"	"HUMAN"	"0"
"sp|O00483|NDUA4_HUMAN"	"HUMAN"	"0"
"sp|O00487|PSDE_HUMAN"	"HUMAN"	"0"
"sp|O00505|IMA4_HUMAN"	"HUMAN"	"0"
"sp|O00541|PESC_HUMAN"	"HUMAN"	"0"
"sp|O00560|SDCB1_HUMAN"	"HUMAN"	"0"
"sp|O00566|MPP10_HUMAN"	"HUMAN"	"0"
"sp|O00567|NOP56_HUMAN"	"HUMAN"	"0"
"sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN"	"HUMAN"	"0"
"sp|O00625|PIR_HUMAN"	"HUMAN"	"0"
"sp|O00629|IMA3_HUMAN"	"HUMAN"	"0"
"sp|O00743|PPP6_HUMAN"	"HUMAN"	"0"
"sp|O00764|PDXK_HUMAN"	"HUMAN"	"0"
"sp|O14497|ARI1A_HUMAN"	"HUMAN"	"0"
"sp|O14530|TXND9_HUMAN"	"HUMAN"	"0"
"sp|O14545|TRAD1_HUMAN"	"HUMAN"	"0"
"sp|O14561|ACPM_HUMAN"	"HUMAN"	"0"
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	"0"
"sp|O14579|COPE_HUMAN"	"HUMAN"	"0"
"sp|O14646|CHD1_HUMAN"	"HUMAN"	"0"
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	"0"
"sp|O14773|TPP1_HUMAN"	"HUMAN"	"0"
"sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN"	"HUMAN"	"0"
"sp|O14777|NDC80_HUMAN"	"HUMAN"	"0"
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	"0"
"sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN"	"HUMAN"	"0"
"sp|O14880|MGST3_HUMAN"	"HUMAN"	"0"
"sp|Q5SRD1|TI23B_HUMAN;sp|O14925|TIM23_HUMAN"	"HUMAN"	"0"
"sp|O14929|HAT1_HUMAN"	"HUMAN"	"0"
"sp|O14949|QCR8_HUMAN"	"HUMAN"	"0"
"sp|P19105|ML12A_HUMAN;sp|O14950|ML12B_HUMAN;sp|P24844|MYL9_HUMAN"	"HUMAN"	"0"
"sp|O14964|HGS_HUMAN"	"HUMAN"	"0"
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	"0"
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	"0"
"sp|O15027|SC16A_HUMAN"	"HUMAN"	"0"
"sp|O15042|SR140_HUMAN"	"HUMAN"	"0"
"sp|O15067|PUR4_HUMAN"	"HUMAN"	"0"
"sp|O15084|ANR28_HUMAN"	"HUMAN"	"0"
"sp|O15116|LSM1_HUMAN"	"HUMAN"	"0"
"sp|O60684|IMA7_HUMAN;sp|P52294|IMA5_HUMAN;sp|O15131|IMA6_HUMAN"	"HUMAN"	"0"
"sp|O15143|ARC1B_HUMAN;sp|Q92747|ARC1A_HUMAN"	"HUMAN"	"0"
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	"0"
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	"0"
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	"0"
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	"0"
"sp|O15212|PFD6_HUMAN"	"HUMAN"	"0"
"sp|O15226|NKRF_HUMAN"	"HUMAN"	"0"
"sp|O15247|CLIC2_HUMAN"	"HUMAN"	"0"
"sp|O15260|SURF4_HUMAN"	"HUMAN"	"0"
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	"0"
"sp|O15294|OGT1_HUMAN"	"HUMAN"	"0"
"sp|O15305|PMM2_HUMAN"	"HUMAN"	"0"
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	"0"
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	"0"
"sp|O15357|SHIP2_HUMAN"	"HUMAN"	"0"
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	"0"
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	"0"
"sp|O15397|IPO8_HUMAN"	"HUMAN"	"0"
"sp|O15400|STX7_HUMAN"	"HUMAN"	"0"
"sp|O15479|MAGB2_HUMAN"	"HUMAN"	"0"
"sp|O15498|YKT6_HUMAN"	"HUMAN"	"0"
"sp|O15514|RPB4_HUMAN"	"HUMAN"	"0"
"sp|O43148|MCES_HUMAN"	"HUMAN"	"0"
"sp|O43159|RRP8_HUMAN"	"HUMAN"	"0"
"sp|O43172|PRP4_HUMAN"	"HUMAN"	"0"
"sp|O43175|SERA_HUMAN"	"HUMAN"	"0"
"sp|O43181|NDUS4_HUMAN"	"HUMAN"	"0"
"sp|O43242|PSMD3_HUMAN"	"HUMAN"	"0"
"sp|O43252|PAPS1_HUMAN"	"HUMAN"	"0"
"sp|O43264|ZW10_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|O43324|MCA3_HUMAN"	"HUMAN"	"0"
"sp|O43390|HNRPR_HUMAN"	"HUMAN"	"0"
"sp|O43395|PRPF3_HUMAN"	"HUMAN"	"0"
"sp|O43396|TXNL1_HUMAN"	"HUMAN"	"0"
"sp|O43399|TPD54_HUMAN"	"HUMAN"	"0"
"sp|O43402|EMC8_HUMAN"	"HUMAN"	"0"
"sp|O43424|GRID2_HUMAN"	"HUMAN"	"0"
"sp|O43447|PPIH_HUMAN"	"HUMAN"	"0"
"sp|O43464|HTRA2_HUMAN"	"HUMAN"	"0"
"sp|O43488|ARK72_HUMAN;sp|Q8NHP1|ARK74_HUMAN"	"HUMAN"	"0"
"sp|O43491|E41L2_HUMAN"	"HUMAN"	"0"
"sp|O43504|LTOR5_HUMAN"	"HUMAN"	"0"
"sp|O43583|DENR_HUMAN"	"HUMAN"	"0"
"sp|O43592|XPOT_HUMAN"	"HUMAN"	"0"
"sp|O43598|DNPH1_HUMAN"	"HUMAN"	"0"
"sp|O43615|TIM44_HUMAN"	"HUMAN"	"0"
"sp|O43633|CHM2A_HUMAN"	"HUMAN"	"0"
"sp|O43660|PLRG1_HUMAN"	"HUMAN"	"0"
"sp|O43663|PRC1_HUMAN"	"HUMAN"	"0"
"sp|O43665|RGS10_HUMAN"	"HUMAN"	"0"
"sp|O43670|ZN207_HUMAN"	"HUMAN"	"0"
"sp|O43681|GET3_HUMAN"	"HUMAN"	"0"
"sp|O43684|BUB3_HUMAN"	"HUMAN"	"0"
"sp|O43707|ACTN4_HUMAN"	"HUMAN"	"0"
"sp|O43709|BUD23_HUMAN"	"HUMAN"	"0"
"sp|O43719|HTSF1_HUMAN"	"HUMAN"	"0"
"sp|O43747|AP1G1_HUMAN"	"HUMAN"	"0"
"sp|O43760|SNG2_HUMAN"	"HUMAN"	"0"
"sp|O43765|SGTA_HUMAN"	"HUMAN"	"0"
"sp|O43768|ENSA_HUMAN"	"HUMAN"	"0"
"sp|O43776|SYNC_HUMAN"	"HUMAN"	"0"
"sp|O43809|CPSF5_HUMAN"	"HUMAN"	"0"
"sp|O43813|LANC1_HUMAN"	"HUMAN"	"0"
"sp|O43818|U3IP2_HUMAN"	"HUMAN"	"0"
"sp|O43823|AKAP8_HUMAN"	"HUMAN"	"0"
"sp|O43837|IDH3B_HUMAN"	"HUMAN"	"0"
"sp|O43847|NRDC_HUMAN"	"HUMAN"	"0"
"sp|O43852|CALU_HUMAN"	"HUMAN"	"0"
"sp|O43920|NDUS5_HUMAN"	"HUMAN"	"0"
"sp|O60216|RAD21_HUMAN;sp|Q9H4I0|RD21L_HUMAN"	"HUMAN"	"0"
"sp|O60220|TIM8A_HUMAN"	"HUMAN"	"0"
"sp|O60231|DHX16_HUMAN"	"HUMAN"	"0"
"sp|O60232|ZNRD2_HUMAN"	"HUMAN"	"0"
"sp|O60256|KPRB_HUMAN"	"HUMAN"	"0"
"sp|O60264|SMCA5_HUMAN;sp|P28370|SMCA1_HUMAN"	"HUMAN"	"0"
"sp|O60271|JIP4_HUMAN;sp|Q9UPT6|JIP3_HUMAN"	"HUMAN"	"0"
"sp|O60287|NPA1P_HUMAN"	"HUMAN"	"0"
"sp|O60306|AQR_HUMAN"	"HUMAN"	"0"
"sp|O60313|OPA1_HUMAN"	"HUMAN"	"0"
"sp|O60341|KDM1A_HUMAN"	"HUMAN"	"0"
"sp|O60427|FADS1_HUMAN"	"HUMAN"	"0"
"sp|O60493|SNX3_HUMAN"	"HUMAN"	"0"
"sp|O60506|HNRPQ_HUMAN"	"HUMAN"	"0"
"sp|O60563|CCNT1_HUMAN"	"HUMAN"	"0"
"sp|O60566|BUB1B_HUMAN"	"HUMAN"	"0"
"sp|O60610|DIAP1_HUMAN;sp|Q8IUG5|MY18B_HUMAN"	"HUMAN"	"0"
"sp|O60664|PLIN3_HUMAN"	"HUMAN"	"0"
"sp|O60678|ANM3_HUMAN"	"HUMAN"	"0"
"sp|O60716|CTND1_HUMAN"	"HUMAN"	"0"
"sp|O60732|MAGC1_HUMAN;sp|P43358|MAGA4_HUMAN;sp|P43361|MAGA8_HUMAN;sp|A2A368|MAGBG_HUMAN;sp|A8MXT2|MAGBH_HUMAN;sp|Q96M61|MAGBI_HUMAN;sp|O15480|MAGB3_HUMAN"	"HUMAN"	"0"
"sp|O60739|EIF1B_HUMAN"	"HUMAN"	"0"
"sp|O60749|SNX2_HUMAN"	"HUMAN"	"0"
"sp|O60763|USO1_HUMAN"	"HUMAN"	"0"
"sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q96A08|H2B1A_HUMAN"	"HUMAN"	"0"
"sp|O60828|PQBP1_HUMAN"	"HUMAN"	"0"
"sp|O60832|DKC1_HUMAN"	"HUMAN"	"0"
"sp|O60841|IF2P_HUMAN"	"HUMAN"	"0"
"sp|O60869|EDF1_HUMAN"	"HUMAN"	"0"
"sp|O60884|DNJA2_HUMAN"	"HUMAN"	"0"
"sp|O60885|BRD4_HUMAN;sp|Q15059|BRD3_HUMAN"	"HUMAN"	"0"
"sp|O60888|CUTA_HUMAN"	"HUMAN"	"0"
"sp|O60925|PFD1_HUMAN"	"HUMAN"	"0"
"sp|O75081|MTG16_HUMAN;sp|Q06455|MTG8_HUMAN"	"HUMAN"	"0"
"sp|O75083|WDR1_HUMAN"	"HUMAN"	"0"
"sp|O75116|ROCK2_HUMAN"	"HUMAN"	"0"
"sp|O75122|CLAP2_HUMAN;sp|Q7Z460|CLAP1_HUMAN"	"HUMAN"	"0"
"sp|O75131|CPNE3_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q96A23|CPNE4_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN"	"HUMAN"	"0"
"sp|O75152|ZC11A_HUMAN;sp|P0DQW0|ZC11C_HUMAN;sp|A0A1B0GTU1|ZC11B_HUMAN"	"HUMAN"	"0"
"sp|O75153|CLU_HUMAN"	"HUMAN"	"0"
"sp|O75175|CNOT3_HUMAN"	"HUMAN"	"0"
"sp|O75179|ANR17_HUMAN"	"HUMAN"	"0"
"sp|O75190|DNJB6_HUMAN;sp|Q8NHS0|DNJB8_HUMAN;sp|Q8WWF6|DNJB3_HUMAN;sp|P25686|DNJB2_HUMAN"	"HUMAN"	"0"
"sp|O75223|GGCT_HUMAN"	"HUMAN"	"0"
"sp|O75251|NDUS7_HUMAN"	"HUMAN"	"0"
"sp|O75306|NDUS2_HUMAN"	"HUMAN"	"0"
"sp|O75312|ZPR1_HUMAN"	"HUMAN"	"0"
"sp|O75330|HMMR_HUMAN"	"HUMAN"	"0"
"sp|O75340|PDCD6_HUMAN"	"HUMAN"	"0"
"sp|O75347|TBCA_HUMAN"	"HUMAN"	"0"
"sp|O75348|VATG1_HUMAN;sp|O95670|VATG2_HUMAN"	"HUMAN"	"0"
"sp|O75367|H2AY_HUMAN;sp|Q9P0M6|H2AW_HUMAN"	"HUMAN"	"0"
"sp|O75368|SH3L1_HUMAN"	"HUMAN"	"0"
"sp|O75369|FLNB_HUMAN"	"HUMAN"	"0"
"sp|O75380|NDUS6_HUMAN"	"HUMAN"	"0"
"sp|O75381|PEX14_HUMAN"	"HUMAN"	"0"
"sp|O75390|CISY_HUMAN"	"HUMAN"	"0"
"sp|O75396|SC22B_HUMAN"	"HUMAN"	"0"
"sp|O75400|PR40A_HUMAN;sp|Q6NWY9|PR40B_HUMAN"	"HUMAN"	"0"
"sp|O75419|CDC45_HUMAN"	"HUMAN"	"0"
"sp|O75431|MTX2_HUMAN"	"HUMAN"	"0"
"sp|O75436|VP26A_HUMAN"	"HUMAN"	"0"
"sp|O75438|NDUB1_HUMAN"	"HUMAN"	"0"
"sp|O75439|MPPB_HUMAN"	"HUMAN"	"0"
"sp|O75459|PAGE1_HUMAN"	"HUMAN"	"0"
"sp|O75475|PSIP1_HUMAN"	"HUMAN"	"0"
"sp|O75489|NDUS3_HUMAN"	"HUMAN"	"0"
"sp|O75494|SRS10_HUMAN;sp|Q8WXF0|SRS12_HUMAN"	"HUMAN"	"0"
"sp|O75496|GEMI_HUMAN"	"HUMAN"	"0"
"sp|O75506|HSBP1_HUMAN"	"HUMAN"	"0"
"sp|O75521|ECI2_HUMAN"	"HUMAN"	"0"
"sp|O75525|KHDR3_HUMAN"	"HUMAN"	"0"
"sp|O75530|EED_HUMAN"	"HUMAN"	"0"
"sp|O75531|BAF_HUMAN"	"HUMAN"	"0"
"sp|O75534|CSDE1_HUMAN"	"HUMAN"	"0"
"sp|O75569|PRKRA_HUMAN"	"HUMAN"	"0"
"sp|O75600|KBL_HUMAN"	"HUMAN"	"0"
"sp|O75607|NPM3_HUMAN"	"HUMAN"	"0"
"sp|O75608|LYPA1_HUMAN"	"HUMAN"	"0"
"sp|O75629|CREG1_HUMAN"	"HUMAN"	"0"
"sp|O75643|U520_HUMAN"	"HUMAN"	"0"
"sp|O75663|TIPRL_HUMAN"	"HUMAN"	"0"
"sp|O75683|SURF6_HUMAN"	"HUMAN"	"0"
"sp|O75694|NU155_HUMAN"	"HUMAN"	"0"
"sp|O75717|WDHD1_HUMAN"	"HUMAN"	"0"
"sp|O75794|CD123_HUMAN"	"HUMAN"	"0"
"sp|O75818|RPP40_HUMAN"	"HUMAN"	"0"
"sp|O75821|EIF3G_HUMAN"	"HUMAN"	"0"
"sp|O75822|EIF3J_HUMAN"	"HUMAN"	"0"
"sp|O75832|PSD10_HUMAN"	"HUMAN"	"0"
"sp|O75874|IDHC_HUMAN"	"HUMAN"	"0"
"sp|O75934|SPF27_HUMAN"	"HUMAN"	"0"
"sp|O75937|DNJC8_HUMAN"	"HUMAN"	"0"
"sp|O75940|SPF30_HUMAN"	"HUMAN"	"0"
"sp|O75947|ATP5H_HUMAN"	"HUMAN"	"0"
"sp|O75955|FLOT1_HUMAN"	"HUMAN"	"0"
"sp|O75964|ATP5L_HUMAN"	"HUMAN"	"0"
"sp|O76003|GLRX3_HUMAN"	"HUMAN"	"0"
"sp|O76021|RL1D1_HUMAN"	"HUMAN"	"0"
"sp|O76031|CLPX_HUMAN"	"HUMAN"	"0"
"sp|O76070|SYUG_HUMAN;sp|Q16143|SYUB_HUMAN"	"HUMAN"	"0"
"sp|O76071|CIAO1_HUMAN"	"HUMAN"	"0"
"sp|O76094|SRP72_HUMAN"	"HUMAN"	"0"
"sp|O94776|MTA2_HUMAN"	"HUMAN"	"0"
"sp|O94788|AL1A2_HUMAN"	"HUMAN"	"0"
"sp|O94826|TOM70_HUMAN"	"HUMAN"	"0"
"sp|O94842|TOX4_HUMAN"	"HUMAN"	"0"
"sp|O94874|UFL1_HUMAN"	"HUMAN"	"0"
"sp|O94888|UBXN7_HUMAN"	"HUMAN"	"0"
"sp|O94903|PLPHP_HUMAN"	"HUMAN"	"0"
"sp|O94906|PRP6_HUMAN"	"HUMAN"	"0"
"sp|O94913|PCF11_HUMAN"	"HUMAN"	"0"
"sp|O94915|FRYL_HUMAN"	"HUMAN"	"0"
"sp|O94925|GLSK_HUMAN"	"HUMAN"	"0"
"sp|O94973|AP2A2_HUMAN"	"HUMAN"	"0"
"sp|O94979|SC31A_HUMAN"	"HUMAN"	"0"
"sp|O94992|HEXI1_HUMAN"	"HUMAN"	"0"
"sp|O95071|UBR5_HUMAN"	"HUMAN"	"0"
"sp|O95104|SCAF4_HUMAN"	"HUMAN"	"0"
"sp|O95139|NDUB6_HUMAN"	"HUMAN"	"0"
"sp|O95140|MFN2_HUMAN"	"HUMAN"	"0"
"sp|O95163|ELP1_HUMAN"	"HUMAN"	"0"
"sp|O95197|RTN3_HUMAN"	"HUMAN"	"0"
"sp|O95202|LETM1_HUMAN"	"HUMAN"	"0"
"sp|O95218|ZRAB2_HUMAN"	"HUMAN"	"0"
"sp|O95232|LC7L3_HUMAN"	"HUMAN"	"0"
"sp|O95239|KIF4A_HUMAN;sp|Q2VIQ3|KIF4B_HUMAN"	"HUMAN"	"0"
"sp|O95292|VAPB_HUMAN"	"HUMAN"	"0"
"sp|O95299|NDUAA_HUMAN"	"HUMAN"	"0"
"sp|O95336|6PGL_HUMAN"	"HUMAN"	"0"
"sp|O95347|SMC2_HUMAN"	"HUMAN"	"0"
"sp|O95372|LYPA2_HUMAN"	"HUMAN"	"0"
"sp|O95373|IPO7_HUMAN"	"HUMAN"	"0"
"sp|O95376|ARI2_HUMAN"	"HUMAN"	"0"
"sp|O95394|AGM1_HUMAN"	"HUMAN"	"0"
"sp|O95400|CD2B2_HUMAN"	"HUMAN"	"0"
"sp|O95429|BAG4_HUMAN"	"HUMAN"	"0"
"sp|O95433|AHSA1_HUMAN"	"HUMAN"	"0"
"sp|O95453|PARN_HUMAN"	"HUMAN"	"0"
"sp|O95456|PSMG1_HUMAN"	"HUMAN"	"0"
"sp|O95486|SC24A_HUMAN"	"HUMAN"	"0"
"sp|O95563|MPC2_HUMAN"	"HUMAN"	"0"
"sp|O95602|RPA1_HUMAN"	"HUMAN"	"0"
"sp|O95639|CPSF4_HUMAN"	"HUMAN"	"0"
"sp|O95684|CEP43_HUMAN"	"HUMAN"	"0"
"sp|O95721|SNP29_HUMAN"	"HUMAN"	"0"
"sp|O95747|OXSR1_HUMAN;sp|Q9UEW8|STK39_HUMAN"	"HUMAN"	"0"
"sp|O95757|HS74L_HUMAN"	"HUMAN"	"0"
"sp|O95758|PTBP3_HUMAN"	"HUMAN"	"0"
"sp|O95777|LSM8_HUMAN"	"HUMAN"	"0"
"sp|O95782|AP2A1_HUMAN"	"HUMAN"	"0"
"sp|O95793|STAU1_HUMAN;sp|Q9NUL3|STAU2_HUMAN"	"HUMAN"	"0"
"sp|O95801|TTC4_HUMAN"	"HUMAN"	"0"
"sp|O95810|CAVN2_HUMAN"	"HUMAN"	"0"
"sp|O95816|BAG2_HUMAN"	"HUMAN"	"0"
"sp|O95817|BAG3_HUMAN"	"HUMAN"	"0"
"sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN"	"HUMAN"	"0"
"sp|O95831|AIFM1_HUMAN"	"HUMAN"	"0"
"sp|O95861|BPNT1_HUMAN"	"HUMAN"	"0"
"sp|O95881|TXD12_HUMAN"	"HUMAN"	"0"
"sp|O95983|MBD3_HUMAN"	"HUMAN"	"0"
"sp|O95989|NUDT3_HUMAN"	"HUMAN"	"0"
"sp|O96000|NDUBA_HUMAN"	"HUMAN"	"0"
"sp|O96007|MOC2B_HUMAN"	"HUMAN"	"0"
"sp|O96008|TOM40_HUMAN"	"HUMAN"	"0"
"sp|O96019|ACL6A_HUMAN;sp|O94805|ACL6B_HUMAN"	"HUMAN"	"0"
"sp|P00338|LDHA_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN;sp|P07864|LDHC_HUMAN"	"HUMAN"	"0"
"sp|P00367|DHE3_HUMAN"	"HUMAN"	"0"
"sp|P00374|DYR_HUMAN;sp|Q86XF0|DYR2_HUMAN"	"HUMAN"	"0"
"sp|P00387|NB5R3_HUMAN"	"HUMAN"	"0"
"sp|P00390|GSHR_HUMAN"	"HUMAN"	"0"
"sp|P00395|COX1_HUMAN"	"HUMAN"	"0"
"sp|P00403|COX2_HUMAN"	"HUMAN"	"0"
"sp|P00414|COX3_HUMAN"	"HUMAN"	"0"
"sp|P00441|SODC_HUMAN"	"HUMAN"	"0"
"sp|P00491|PNPH_HUMAN"	"HUMAN"	"0"
"sp|P00492|HPRT_HUMAN"	"HUMAN"	"0"
"sp|P00505|AATM_HUMAN"	"HUMAN"	"0"
"sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN"	"HUMAN"	"0"
"sp|P00568|KAD1_HUMAN"	"HUMAN"	"0"
"sp|P02008|HBAZ_HUMAN"	"HUMAN"	"0"
"sp|P02100|HBE_HUMAN"	"HUMAN"	"0"
"sp|P02549|SPTA1_HUMAN"	"HUMAN"	"0"
"sp|P02786|TFR1_HUMAN"	"HUMAN"	"0"
"sp|P04040|CATA_HUMAN"	"HUMAN"	"0"
"sp|P04075|ALDOA_HUMAN"	"HUMAN"	"0"
"sp|P04080|CYTB_HUMAN"	"HUMAN"	"0"
"sp|P04083|ANXA1_HUMAN"	"HUMAN"	"0"
"sp|P04181|OAT_HUMAN"	"HUMAN"	"0"
"sp|P04183|KITH_HUMAN"	"HUMAN"	"0"
"sp|P04406|G3P_HUMAN"	"HUMAN"	"0"
"sp|P04424|ARLY_HUMAN"	"HUMAN"	"0"
"sp|P04632|CPNS1_HUMAN;sp|Q96L46|CPNS2_HUMAN"	"HUMAN"	"0"
"sp|P04792|HSPB1_HUMAN"	"HUMAN"	"0"
"sp|P04818|TYSY_HUMAN"	"HUMAN"	"0"
"sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|Q13733|AT1A4_HUMAN;sp|P20648|ATP4A_HUMAN"	"HUMAN"	"0"
"sp|P05091|ALDH2_HUMAN"	"HUMAN"	"0"
"sp|P05114|HMGN1_HUMAN"	"HUMAN"	"0"
"sp|P05141|ADT2_HUMAN;sp|Q9H0C2|ADT4_HUMAN"	"HUMAN"	"0"
"sp|P05161|ISG15_HUMAN"	"HUMAN"	"0"
"sp|P05198|IF2A_HUMAN"	"HUMAN"	"0"
"sp|P05204|HMGN2_HUMAN"	"HUMAN"	"0"
"sp|P05386|RLA1_HUMAN"	"HUMAN"	"0"
"sp|P05387|RLA2_HUMAN"	"HUMAN"	"0"
"sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN"	"HUMAN"	"0"
"sp|P05455|LA_HUMAN"	"HUMAN"	"0"
"sp|P05771|KPCB_HUMAN;sp|P05129|KPCG_HUMAN"	"HUMAN"	"0"
"sp|P05937|CALB1_HUMAN"	"HUMAN"	"0"
"sp|P06132|DCUP_HUMAN"	"HUMAN"	"0"
"sp|P06454|PTMA_HUMAN"	"HUMAN"	"0"
"sp|P06576|ATPB_HUMAN"	"HUMAN"	"0"
"sp|P06730|IF4E_HUMAN"	"HUMAN"	"0"
"sp|P06733|ENOA_HUMAN"	"HUMAN"	"0"
"sp|P06744|G6PI_HUMAN;sp|Q8N196|SIX5_HUMAN"	"HUMAN"	"0"
"sp|P06748|NPM_HUMAN"	"HUMAN"	"0"
"sp|P06753|TPM3_HUMAN"	"HUMAN"	"0"
"sp|P06865|HEXA_HUMAN"	"HUMAN"	"0"
"sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q6DN03|H2B2C_HUMAN"	"HUMAN"	"0"
"sp|P07108|ACBP_HUMAN"	"HUMAN"	"0"
"sp|P07195|LDHB_HUMAN"	"HUMAN"	"0"
"sp|P07237|PDIA1_HUMAN"	"HUMAN"	"0"
"sp|P07311|ACYP1_HUMAN"	"HUMAN"	"0"
"sp|P07339|CATD_HUMAN"	"HUMAN"	"0"
