"Protein"	"Organism"	"DEP"
"sp|O00712|NFIB_HUMAN"	"HUMAN"	"0"
"sp|O00743|PPP6_HUMAN"	"HUMAN"	"0"
"sp|O00754|MA2B1_HUMAN"	"HUMAN"	"0"
"sp|O00757|F16P2_HUMAN"	"HUMAN"	"0"
"sp|O00762|UBE2C_HUMAN"	"HUMAN"	"0"
"sp|O00764|PDXK_HUMAN"	"HUMAN"	"0"
"sp|O00767|SCD_HUMAN"	"HUMAN"	"0"
"sp|O14519|CDKA1_HUMAN"	"HUMAN"	"0"
"sp|O14530|TXND9_HUMAN"	"HUMAN"	"0"
"sp|O14548|COX7R_HUMAN"	"HUMAN"	"0"
"sp|O14561|ACPM_HUMAN"	"HUMAN"	"0"
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	"0"
"sp|O14579|COPE_HUMAN"	"HUMAN"	"0"
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	"0"
"sp|O14653|GOSR2_HUMAN"	"HUMAN"	"0"
"sp|O14656|TOR1A_HUMAN"	"HUMAN"	"0"
"sp|O14662|STX16_HUMAN"	"HUMAN"	"0"
"sp|O14672|ADA10_HUMAN"	"HUMAN"	"0"
"sp|O14735|CDIPT_HUMAN"	"HUMAN"	"0"
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	"0"
"sp|O14773|TPP1_HUMAN"	"HUMAN"	"0"
"sp|O14776|TCRG1_HUMAN"	"HUMAN"	"0"
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	"0"
"sp|O14818|PSA7_HUMAN"	"HUMAN"	"0"
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	"0"
"sp|O14907|TX1B3_HUMAN"	"HUMAN"	"0"
"sp|O14908|GIPC1_HUMAN"	"HUMAN"	"0"
"sp|O14925|TIM23_HUMAN"	"HUMAN"	"0"
"sp|O14929|HAT1_HUMAN"	"HUMAN"	"0"
"sp|O14949|QCR8_HUMAN"	"HUMAN"	"0"
"sp|O14950|ML12B_HUMAN"	"HUMAN"	"0"
"sp|O14964|HGS_HUMAN"	"HUMAN"	"0"
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	"0"
"sp|O14976|GAK_HUMAN"	"HUMAN"	"0"
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	"0"
"sp|O14980|XPO1_HUMAN"	"HUMAN"	"0"
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	"0"
"sp|O15027|SC16A_HUMAN"	"HUMAN"	"0"
"sp|O15042|SR140_HUMAN"	"HUMAN"	"0"
"sp|O15067|PUR4_HUMAN"	"HUMAN"	"0"
"sp|O15084|ANR28_HUMAN"	"HUMAN"	"0"
"sp|O15091|MRPP3_HUMAN"	"HUMAN"	"0"
"sp|O15116|LSM1_HUMAN"	"HUMAN"	"0"
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	"0"
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	"0"
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	"0"
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	"0"
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	"0"
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	"0"
"sp|O15173|PGRC2_HUMAN"	"HUMAN"	"0"
"sp|O15212|PFD6_HUMAN"	"HUMAN"	"0"
"sp|O15258|RER1_HUMAN"	"HUMAN"	"0"
"sp|O15260|SURF4_HUMAN"	"HUMAN"	"0"
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	"0"
"sp|O15270|SPTC2_HUMAN"	"HUMAN"	"0"
"sp|O15294|OGT1_HUMAN"	"HUMAN"	"0"
"sp|O15297|PPM1D_HUMAN"	"HUMAN"	"0"
"sp|O15305|PMM2_HUMAN"	"HUMAN"	"0"
"sp|O15327|INP4B_HUMAN"	"HUMAN"	"0"
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	"0"
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	"0"
"sp|O15357|SHIP2_HUMAN"	"HUMAN"	"0"
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	"0"
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	"0"
"sp|O15381|NVL_HUMAN"	"HUMAN"	"0"
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	"0"
"sp|O15397|IPO8_HUMAN"	"HUMAN"	"0"
"sp|O15446|RPA34_HUMAN"	"HUMAN"	"0"
"sp|O15498|YKT6_HUMAN"	"HUMAN"	"0"
"sp|O15511|ARPC5_HUMAN"	"HUMAN"	"0"
"sp|O15551|CLD3_HUMAN"	"HUMAN"	"0"
"sp|O43143|DHX15_HUMAN"	"HUMAN"	"0"
"sp|O43149|ZZEF1_HUMAN"	"HUMAN"	"0"
"sp|O43156|TTI1_HUMAN"	"HUMAN"	"0"
"sp|O43169|CYB5B_HUMAN"	"HUMAN"	"0"
"sp|O43172|PRP4_HUMAN"	"HUMAN"	"0"
"sp|O43175|SERA_HUMAN"	"HUMAN"	"0"
"sp|O43237|DC1L2_HUMAN"	"HUMAN"	"0"
"sp|O43242|PSMD3_HUMAN"	"HUMAN"	"0"
"sp|O43252|PAPS1_HUMAN"	"HUMAN"	"0"
"sp|O43264|ZW10_HUMAN"	"HUMAN"	"0"
"sp|O43278|SPIT1_HUMAN"	"HUMAN"	"0"
"sp|O43286|B4GT5_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|O43291|SPIT2_HUMAN"	"HUMAN"	"0"
"sp|O43324|MCA3_HUMAN"	"HUMAN"	"0"
"sp|O43390|HNRPR_HUMAN"	"HUMAN"	"0"
"sp|O43395|PRPF3_HUMAN"	"HUMAN"	"0"
"sp|O43396|TXNL1_HUMAN"	"HUMAN"	"0"
"sp|O43399|TPD54_HUMAN"	"HUMAN"	"0"
"sp|O43447|PPIH_HUMAN"	"HUMAN"	"0"
"sp|O43464|HTRA2_HUMAN"	"HUMAN"	"0"
"sp|O43488|ARK72_HUMAN"	"HUMAN"	"0"
"sp|O43493|TGON2_HUMAN"	"HUMAN"	"0"
"sp|O43505|B4GA1_HUMAN"	"HUMAN"	"0"
"sp|O43570|CAH12_HUMAN"	"HUMAN"	"0"
"sp|O43583|DENR_HUMAN"	"HUMAN"	"0"
"sp|O43592|XPOT_HUMAN"	"HUMAN"	"0"
"sp|O43598|DNPH1_HUMAN"	"HUMAN"	"0"
"sp|O43615|TIM44_HUMAN"	"HUMAN"	"0"
"sp|O43617|TPPC3_HUMAN"	"HUMAN"	"0"
"sp|O43633|CHM2A_HUMAN"	"HUMAN"	"0"
"sp|O43670|ZN207_HUMAN"	"HUMAN"	"0"
"sp|O43676|NDUB3_HUMAN"	"HUMAN"	"0"
"sp|O43678|NDUA2_HUMAN"	"HUMAN"	"0"
"sp|O43681|GET3_HUMAN"	"HUMAN"	"0"
"sp|O43684|BUB3_HUMAN"	"HUMAN"	"0"
"sp|O43707|ACTN4_HUMAN"	"HUMAN"	"0"
"sp|O43708|MAAI_HUMAN"	"HUMAN"	"0"
"sp|O43716|GATC_HUMAN"	"HUMAN"	"0"
"sp|O43719|HTSF1_HUMAN"	"HUMAN"	"0"
"sp|O43747|AP1G1_HUMAN"	"HUMAN"	"0"
"sp|O43752|STX6_HUMAN"	"HUMAN"	"0"
"sp|O43760|SNG2_HUMAN"	"HUMAN"	"0"
"sp|O43765|SGTA_HUMAN"	"HUMAN"	"0"
"sp|O43768|ENSA_HUMAN"	"HUMAN"	"0"
"sp|O43776|SYNC_HUMAN"	"HUMAN"	"0"
"sp|O43795|MYO1B_HUMAN"	"HUMAN"	"0"
"sp|O43808|PM34_HUMAN"	"HUMAN"	"0"
"sp|O43809|CPSF5_HUMAN"	"HUMAN"	"0"
"sp|O43813|LANC1_HUMAN"	"HUMAN"	"0"
"sp|O43815|STRN_HUMAN"	"HUMAN"	"0"
"sp|O43823|AKAP8_HUMAN"	"HUMAN"	"0"
"sp|O43837|IDH3B_HUMAN"	"HUMAN"	"0"
"sp|O43847|NRDC_HUMAN"	"HUMAN"	"0"
"sp|O43852|CALU_HUMAN"	"HUMAN"	"0"
"sp|O43865|SAHH2_HUMAN"	"HUMAN"	"0"
"sp|O43913|ORC5_HUMAN"	"HUMAN"	"0"
"sp|O43920|NDUS5_HUMAN"	"HUMAN"	"0"
"sp|O43929|ORC4_HUMAN"	"HUMAN"	"0"
"sp|O60216|RAD21_HUMAN"	"HUMAN"	"0"
"sp|O60220|TIM8A_HUMAN"	"HUMAN"	"0"
"sp|O60231|DHX16_HUMAN"	"HUMAN"	"0"
"sp|O60232|ZNRD2_HUMAN"	"HUMAN"	"0"
"sp|O60244|MED14_HUMAN"	"HUMAN"	"0"
"sp|O60256|KPRB_HUMAN"	"HUMAN"	"0"
"sp|O60264|SMCA5_HUMAN"	"HUMAN"	"0"
"sp|O60271|JIP4_HUMAN"	"HUMAN"	"0"
"sp|O60287|NPA1P_HUMAN"	"HUMAN"	"0"
"sp|O60306|AQR_HUMAN"	"HUMAN"	"0"
"sp|O60313|OPA1_HUMAN"	"HUMAN"	"0"
"sp|O60341|KDM1A_HUMAN"	"HUMAN"	"0"
"sp|O60346|PHLP1_HUMAN"	"HUMAN"	"0"
"sp|O60361|NDK8_HUMAN"	"HUMAN"	"0"
"sp|O60427|FADS1_HUMAN"	"HUMAN"	"0"
"sp|O60437|PEPL_HUMAN"	"HUMAN"	"0"
"sp|O60476|MA1A2_HUMAN"	"HUMAN"	"0"
"sp|O60493|SNX3_HUMAN"	"HUMAN"	"0"
"sp|O60502|OGA_HUMAN"	"HUMAN"	"0"
"sp|O60506|HNRPQ_HUMAN"	"HUMAN"	"0"
"sp|O60508|PRP17_HUMAN"	"HUMAN"	"0"
"sp|O60524|NEMF_HUMAN"	"HUMAN"	"0"
"sp|O60610|DIAP1_HUMAN"	"HUMAN"	"0"
"sp|O60664|PLIN3_HUMAN"	"HUMAN"	"0"
"sp|O60678|ANM3_HUMAN"	"HUMAN"	"0"
"sp|O60684|IMA7_HUMAN"	"HUMAN"	"0"
"sp|O60701|UGDH_HUMAN"	"HUMAN"	"0"
"sp|O60716|CTND1_HUMAN"	"HUMAN"	"0"
"sp|O60749|SNX2_HUMAN"	"HUMAN"	"0"
"sp|O60762|DPM1_HUMAN"	"HUMAN"	"0"
"sp|O60763|USO1_HUMAN"	"HUMAN"	"0"
"sp|O60783|RT14_HUMAN"	"HUMAN"	"0"
"sp|O60784|TOM1_HUMAN"	"HUMAN"	"0"
"sp|O60814|H2B1K_HUMAN"	"HUMAN"	"0"
"sp|O60826|CCD22_HUMAN"	"HUMAN"	"0"
"sp|O60828|PQBP1_HUMAN"	"HUMAN"	"0"
"sp|O60831|PRAF2_HUMAN"	"HUMAN"	"0"
"sp|O60832|DKC1_HUMAN"	"HUMAN"	"0"
"sp|O60841|IF2P_HUMAN"	"HUMAN"	"0"
"sp|O60869|EDF1_HUMAN"	"HUMAN"	"0"
"sp|O60884|DNJA2_HUMAN"	"HUMAN"	"0"
"sp|O60888|CUTA_HUMAN"	"HUMAN"	"0"
"sp|O60936|NOL3_HUMAN"	"HUMAN"	"0"
"sp|O75015|FCG3B_HUMAN"	"HUMAN"	"0"
"sp|O75044|SRGP2_HUMAN"	"HUMAN"	"0"
"sp|O75054|IGSF3_HUMAN"	"HUMAN"	"0"
"sp|O75083|WDR1_HUMAN"	"HUMAN"	"0"
"sp|O75116|ROCK2_HUMAN"	"HUMAN"	"0"
"sp|O75131|CPNE3_HUMAN"	"HUMAN"	"0"
"sp|O75153|CLU_HUMAN"	"HUMAN"	"0"
"sp|O75165|DJC13_HUMAN"	"HUMAN"	"0"
"sp|O75170|PP6R2_HUMAN"	"HUMAN"	"0"
"sp|O75179|ANR17_HUMAN"	"HUMAN"	"0"
"sp|O75208|COQ9_HUMAN"	"HUMAN"	"0"
"sp|O75223|GGCT_HUMAN"	"HUMAN"	"0"
"sp|O75298|RTN2_HUMAN"	"HUMAN"	"0"
"sp|O75306|NDUS2_HUMAN"	"HUMAN"	"0"
"sp|O75312|ZPR1_HUMAN"	"HUMAN"	"0"
"sp|O75340|PDCD6_HUMAN"	"HUMAN"	"0"
"sp|O75347|TBCA_HUMAN"	"HUMAN"	"0"
"sp|O75348|VATG1_HUMAN"	"HUMAN"	"0"
"sp|O75351|VPS4B_HUMAN"	"HUMAN"	"0"
"sp|O75352|MPU1_HUMAN"	"HUMAN"	"0"
"sp|O75362|ZN217_HUMAN"	"HUMAN"	"0"
"sp|O75367|H2AY_HUMAN"	"HUMAN"	"0"
"sp|O75368|SH3L1_HUMAN"	"HUMAN"	"0"
"sp|O75369|FLNB_HUMAN"	"HUMAN"	"0"
"sp|O75380|NDUS6_HUMAN"	"HUMAN"	"0"
"sp|O75381|PEX14_HUMAN"	"HUMAN"	"0"
"sp|O75390|CISY_HUMAN"	"HUMAN"	"0"
"sp|O75391|SPAG7_HUMAN"	"HUMAN"	"0"
"sp|O75394|RM33_HUMAN"	"HUMAN"	"0"
"sp|O75396|SC22B_HUMAN"	"HUMAN"	"0"
"sp|O75400|PR40A_HUMAN"	"HUMAN"	"0"
"sp|O75410|TACC1_HUMAN"	"HUMAN"	"0"
"sp|O75431|MTX2_HUMAN"	"HUMAN"	"0"
"sp|O75436|VP26A_HUMAN"	"HUMAN"	"0"
"sp|O75439|MPPB_HUMAN"	"HUMAN"	"0"
"sp|O75475|PSIP1_HUMAN"	"HUMAN"	"0"
"sp|O75477|ERLN1_HUMAN"	"HUMAN"	"0"
"sp|O75489|NDUS3_HUMAN"	"HUMAN"	"0"
"sp|O75494|SRS10_HUMAN"	"HUMAN"	"0"
"sp|O75506|HSBP1_HUMAN"	"HUMAN"	"0"
"sp|O75509|TNR21_HUMAN"	"HUMAN"	"0"
"sp|O75521|ECI2_HUMAN"	"HUMAN"	"0"
"sp|O75531|BAF_HUMAN"	"HUMAN"	"0"
"sp|O75533|SF3B1_HUMAN"	"HUMAN"	"0"
"sp|O75534|CSDE1_HUMAN"	"HUMAN"	"0"
"sp|O75569|PRKRA_HUMAN"	"HUMAN"	"0"
"sp|O75575|RPC9_HUMAN"	"HUMAN"	"0"
"sp|O75607|NPM3_HUMAN"	"HUMAN"	"0"
"sp|O75608|LYPA1_HUMAN"	"HUMAN"	"0"
"sp|O75629|CREG1_HUMAN"	"HUMAN"	"0"
"sp|O75643|U520_HUMAN"	"HUMAN"	"0"
"sp|O75663|TIPRL_HUMAN"	"HUMAN"	"0"
"sp|O75674|TM1L1_HUMAN"	"HUMAN"	"0"
"sp|O75683|SURF6_HUMAN"	"HUMAN"	"0"
"sp|O75691|UTP20_HUMAN"	"HUMAN"	"0"
"sp|O75694|NU155_HUMAN"	"HUMAN"	"0"
"sp|O75717|WDHD1_HUMAN"	"HUMAN"	"0"
"sp|O75718|CRTAP_HUMAN"	"HUMAN"	"0"
"sp|O75746|S2512_HUMAN"	"HUMAN"	"0"
"sp|O75817|POP7_HUMAN"	"HUMAN"	"0"
"sp|O75818|RPP40_HUMAN"	"HUMAN"	"0"
"sp|O75821|EIF3G_HUMAN"	"HUMAN"	"0"
"sp|O75822|EIF3J_HUMAN"	"HUMAN"	"0"
"sp|O75843|AP1G2_HUMAN"	"HUMAN"	"0"
"sp|O75844|FACE1_HUMAN"	"HUMAN"	"0"
"sp|O75874|IDHC_HUMAN"	"HUMAN"	"0"
"sp|O75915|PRAF3_HUMAN"	"HUMAN"	"0"
"sp|O75934|SPF27_HUMAN"	"HUMAN"	"0"
"sp|O75935|DCTN3_HUMAN"	"HUMAN"	"0"
"sp|O75937|DNJC8_HUMAN"	"HUMAN"	"0"
"sp|O75940|SPF30_HUMAN"	"HUMAN"	"0"
"sp|O75947|ATP5H_HUMAN"	"HUMAN"	"0"
"sp|O75955|FLOT1_HUMAN"	"HUMAN"	"0"
"sp|O75964|ATP5L_HUMAN"	"HUMAN"	"0"
"sp|O76003|GLRX3_HUMAN"	"HUMAN"	"0"
"sp|O76013|KRT36_HUMAN"	"HUMAN"	"0"
"sp|O76021|RL1D1_HUMAN"	"HUMAN"	"0"
"sp|O76024|WFS1_HUMAN"	"HUMAN"	"0"
"sp|O76031|CLPX_HUMAN"	"HUMAN"	"0"
"sp|O76071|CIAO1_HUMAN"	"HUMAN"	"0"
"sp|O76094|SRP72_HUMAN"	"HUMAN"	"0"
"sp|O94766|B3GA3_HUMAN"	"HUMAN"	"0"
"sp|O94776|MTA2_HUMAN"	"HUMAN"	"0"
"sp|O94826|TOM70_HUMAN"	"HUMAN"	"0"
"sp|O94832|MYO1D_HUMAN"	"HUMAN"	"0"
"sp|O94874|UFL1_HUMAN"	"HUMAN"	"0"
"sp|O94888|UBXN7_HUMAN"	"HUMAN"	"0"
"sp|O94901|SUN1_HUMAN"	"HUMAN"	"0"
"sp|O94903|PLPHP_HUMAN"	"HUMAN"	"0"
"sp|O94905|ERLN2_HUMAN"	"HUMAN"	"0"
"sp|O94906|PRP6_HUMAN"	"HUMAN"	"0"
"sp|O94925|GLSK_HUMAN"	"HUMAN"	"0"
"sp|O94973|AP2A2_HUMAN"	"HUMAN"	"0"
"sp|O94979|SC31A_HUMAN"	"HUMAN"	"0"
"sp|O95071|UBR5_HUMAN"	"HUMAN"	"0"
"sp|O95104|SCAF4_HUMAN"	"HUMAN"	"0"
"sp|O95139|NDUB6_HUMAN"	"HUMAN"	"0"
"sp|O95155|UBE4B_HUMAN"	"HUMAN"	"0"
"sp|O95163|ELP1_HUMAN"	"HUMAN"	"0"
"sp|O95197|RTN3_HUMAN"	"HUMAN"	"0"
"sp|O95202|LETM1_HUMAN"	"HUMAN"	"0"
"sp|O95208|EPN2_HUMAN"	"HUMAN"	"0"
"sp|O95218|ZRAB2_HUMAN"	"HUMAN"	"0"
"sp|O95219|SNX4_HUMAN"	"HUMAN"	"0"
"sp|O95232|LC7L3_HUMAN"	"HUMAN"	"0"
"sp|O95251|KAT7_HUMAN"	"HUMAN"	"0"
"sp|O95274|LYPD3_HUMAN"	"HUMAN"	"0"
"sp|O95292|VAPB_HUMAN"	"HUMAN"	"0"
"sp|O95299|NDUAA_HUMAN"	"HUMAN"	"0"
"sp|O95302|FKBP9_HUMAN"	"HUMAN"	"0"
"sp|O95336|6PGL_HUMAN"	"HUMAN"	"0"
"sp|O95347|SMC2_HUMAN"	"HUMAN"	"0"
"sp|O95352|ATG7_HUMAN"	"HUMAN"	"0"
"sp|O95361|TRI16_HUMAN"	"HUMAN"	"0"
"sp|O95365|ZBT7A_HUMAN"	"HUMAN"	"0"
"sp|O95372|LYPA2_HUMAN"	"HUMAN"	"0"
"sp|O95373|IPO7_HUMAN"	"HUMAN"	"0"
"sp|O95394|AGM1_HUMAN"	"HUMAN"	"0"
"sp|O95400|CD2B2_HUMAN"	"HUMAN"	"0"
"sp|O95406|CNIH1_HUMAN"	"HUMAN"	"0"
"sp|O95433|AHSA1_HUMAN"	"HUMAN"	"0"
"sp|O95453|PARN_HUMAN"	"HUMAN"	"0"
"sp|O95456|PSMG1_HUMAN"	"HUMAN"	"0"
"sp|O95470|SGPL1_HUMAN"	"HUMAN"	"0"
"sp|O95478|NSA2_HUMAN"	"HUMAN"	"0"
"sp|O95486|SC24A_HUMAN"	"HUMAN"	"0"
"sp|O95487|SC24B_HUMAN"	"HUMAN"	"0"
"sp|O95573|ACSL3_HUMAN"	"HUMAN"	"0"
"sp|O95630|STABP_HUMAN"	"HUMAN"	"0"
"sp|O95639|CPSF4_HUMAN"	"HUMAN"	"0"
"sp|O95685|PPR3D_HUMAN"	"HUMAN"	"0"
"sp|O95716|RAB3D_HUMAN"	"HUMAN"	"0"
"sp|O95721|SNP29_HUMAN"	"HUMAN"	"0"
"sp|O95747|OXSR1_HUMAN"	"HUMAN"	"0"
"sp|O95758|PTBP3_HUMAN"	"HUMAN"	"0"
"sp|O95777|LSM8_HUMAN"	"HUMAN"	"0"
"sp|O95782|AP2A1_HUMAN"	"HUMAN"	"0"
"sp|O95793|STAU1_HUMAN"	"HUMAN"	"0"
"sp|O95807|TM50A_HUMAN"	"HUMAN"	"0"
"sp|O95816|BAG2_HUMAN"	"HUMAN"	"0"
"sp|O95817|BAG3_HUMAN"	"HUMAN"	"0"
"sp|O95831|AIFM1_HUMAN"	"HUMAN"	"0"
"sp|O95833|CLIC3_HUMAN"	"HUMAN"	"0"
"sp|O95834|EMAL2_HUMAN"	"HUMAN"	"0"
"sp|O95861|BPNT1_HUMAN"	"HUMAN"	"0"
"sp|O95865|DDAH2_HUMAN"	"HUMAN"	"0"
"sp|O95881|TXD12_HUMAN"	"HUMAN"	"0"
"sp|O95983|MBD3_HUMAN"	"HUMAN"	"0"
"sp|O95994|AGR2_HUMAN"	"HUMAN"	"0"
"sp|O96000|NDUBA_HUMAN"	"HUMAN"	"0"
"sp|O96005|CLPT1_HUMAN"	"HUMAN"	"0"
"sp|O96008|TOM40_HUMAN"	"HUMAN"	"0"
"sp|O96011|PX11B_HUMAN"	"HUMAN"	"0"
"sp|O96013|PAK4_HUMAN"	"HUMAN"	"0"
"sp|O96019|ACL6A_HUMAN"	"HUMAN"	"0"
"sp|O96033|MOC2A_HUMAN"	"HUMAN"	"0"
"sp|P00156|CYB_HUMAN"	"HUMAN"	"0"
"sp|P00167|CYB5_HUMAN"	"HUMAN"	"0"
"sp|P00338|LDHA_HUMAN"	"HUMAN"	"0"
"sp|P00367|DHE3_HUMAN"	"HUMAN"	"0"
"sp|P00387|NB5R3_HUMAN"	"HUMAN"	"0"
"sp|P00390|GSHR_HUMAN"	"HUMAN"	"0"
"sp|P00395|COX1_HUMAN"	"HUMAN"	"0"
"sp|P00403|COX2_HUMAN"	"HUMAN"	"0"
"sp|P00441|SODC_HUMAN"	"HUMAN"	"0"
"sp|P00491|PNPH_HUMAN"	"HUMAN"	"0"
"sp|P00492|HPRT_HUMAN"	"HUMAN"	"0"
"sp|P00505|AATM_HUMAN"	"HUMAN"	"0"
"sp|P00558|PGK1_HUMAN"	"HUMAN"	"0"
"sp|P00568|KAD1_HUMAN"	"HUMAN"	"0"
"sp|P00846|ATP6_HUMAN"	"HUMAN"	"0"
"sp|P00966|ASSY_HUMAN"	"HUMAN"	"0"
"sp|P01111|RASN_HUMAN"	"HUMAN"	"0"
"sp|P01210|PENK_HUMAN"	"HUMAN"	"0"
"sp|P02144|MYG_HUMAN"	"HUMAN"	"0"
"sp|P02545|LMNA_HUMAN"	"HUMAN"	"0"
"sp|P02786|TFR1_HUMAN"	"HUMAN"	"0"
"sp|P02792|FRIL_HUMAN"	"HUMAN"	"0"
"sp|P02794|FRIH_HUMAN"	"HUMAN"	"0"
"sp|P02795|MT2_HUMAN"	"HUMAN"	"0"
"sp|P03886|NU1M_HUMAN"	"HUMAN"	"0"
"sp|P03928|ATP8_HUMAN"	"HUMAN"	"0"
"sp|P04040|CATA_HUMAN"	"HUMAN"	"0"
"sp|P04062|GBA1_HUMAN"	"HUMAN"	"0"
"sp|P04066|FUCO_HUMAN"	"HUMAN"	"0"
"sp|P04075|ALDOA_HUMAN"	"HUMAN"	"0"
"sp|P04080|CYTB_HUMAN"	"HUMAN"	"0"
"sp|P04179|SODM_HUMAN"	"HUMAN"	"0"
