"Protein"	"Organism"	"DEP"
"sp|G9CGD6|CNIPF_HUMAN"	"HUMAN"	"0"
"sp|L0R6Q1|S35U4_HUMAN"	"HUMAN"	"0"
"sp|L0R819|ASURF_HUMAN"	"HUMAN"	"0"
"sp|L0R8F8|MIDUO_HUMAN"	"HUMAN"	"0"
"sp|O00115|DNS2A_HUMAN"	"HUMAN"	"0"
"sp|O00116|ADAS_HUMAN"	"HUMAN"	"0"
"sp|O00124|UBXN8_HUMAN"	"HUMAN"	"0"
"sp|O00139|KIF2A_HUMAN"	"HUMAN"	"0"
"sp|O00148|DX39A_HUMAN"	"HUMAN"	"0"
"sp|O00151|PDLI1_HUMAN"	"HUMAN"	"0"
"sp|O00154|BACH_HUMAN"	"HUMAN"	"0"
"sp|O00159|MYO1C_HUMAN"	"HUMAN"	"0"
"sp|O00161|SNP23_HUMAN"	"HUMAN"	"0"
"sp|O00165|HAX1_HUMAN"	"HUMAN"	"0"
"sp|O00170|AIP_HUMAN"	"HUMAN"	"0"
"sp|O00178|GTPB1_HUMAN"	"HUMAN"	"0"
"sp|O00186|STXB3_HUMAN"	"HUMAN"	"0"
"sp|O00192|ARVC_HUMAN"	"HUMAN"	"0"
"sp|O00193|SMAP_HUMAN"	"HUMAN"	"0"
"sp|O00203|AP3B1_HUMAN"	"HUMAN"	"0"
"sp|O00214|LEG8_HUMAN"	"HUMAN"	"0"
"sp|O00217|NDUS8_HUMAN"	"HUMAN"	"0"
"sp|O00220|TR10A_HUMAN"	"HUMAN"	"0"
"sp|O00221|IKBE_HUMAN"	"HUMAN"	"0"
"sp|O00231|PSD11_HUMAN"	"HUMAN"	"0"
"sp|O00232|PSD12_HUMAN"	"HUMAN"	"0"
"sp|O00233|PSMD9_HUMAN"	"HUMAN"	"0"
"sp|O00244|ATOX1_HUMAN"	"HUMAN"	"0"
"sp|O00255|MEN1_HUMAN"	"HUMAN"	"0"
"sp|O00257|CBX4_HUMAN"	"HUMAN"	"0"
"sp|O00264|PGRC1_HUMAN"	"HUMAN"	"0"
"sp|O00267|SPT5H_HUMAN"	"HUMAN"	"0"
"sp|O00268|TAF4_HUMAN"	"HUMAN"	"0"
"sp|O00273|DFFA_HUMAN"	"HUMAN"	"0"
"sp|O00287|RFXAP_HUMAN"	"HUMAN"	"0"
"sp|O00291|HIP1_HUMAN"	"HUMAN"	"0"
"sp|O00299|CLIC1_HUMAN"	"HUMAN"	"0"
"sp|O00303|EIF3F_HUMAN"	"HUMAN"	"0"
"sp|O00308|WWP2_HUMAN"	"HUMAN"	"0"
"sp|O00311|CDC7_HUMAN"	"HUMAN"	"0"
"sp|O00330|ODPX_HUMAN"	"HUMAN"	"0"
"sp|O00399|DCTN6_HUMAN"	"HUMAN"	"0"
"sp|O00401|WASL_HUMAN"	"HUMAN"	"0"
"sp|O00410|IPO5_HUMAN"	"HUMAN"	"0"
"sp|O00411|RPOM_HUMAN"	"HUMAN"	"0"
"sp|O00418|EF2K_HUMAN"	"HUMAN"	"0"
"sp|O00422|SAP18_HUMAN"	"HUMAN"	"0"
"sp|O00425|IF2B3_HUMAN"	"HUMAN"	"0"
"sp|O00429|DNM1L_HUMAN"	"HUMAN"	"0"
"sp|O00442|RTCA_HUMAN"	"HUMAN"	"0"
"sp|O00443|P3C2A_HUMAN"	"HUMAN"	"0"
"sp|O00458|IFRD1_HUMAN"	"HUMAN"	"0"
"sp|O00459|P85B_HUMAN"	"HUMAN"	"0"
"sp|O00461|GOLI4_HUMAN"	"HUMAN"	"0"
"sp|O00468|AGRIN_HUMAN"	"HUMAN"	"0"
"sp|O00470|MEIS1_HUMAN"	"HUMAN"	"0"
"sp|O00471|EXOC5_HUMAN"	"HUMAN"	"0"
"sp|O00483|NDUA4_HUMAN"	"HUMAN"	"0"
"sp|O00487|PSDE_HUMAN"	"HUMAN"	"0"
"sp|O00488|ZN593_HUMAN"	"HUMAN"	"0"
"sp|O00505|IMA4_HUMAN"	"HUMAN"	"0"
"sp|O00506|STK25_HUMAN"	"HUMAN"	"0"
"sp|O00507|USP9Y_HUMAN"	"HUMAN"	"0"
"sp|O00541|PESC_HUMAN"	"HUMAN"	"0"
"sp|O00559|RCAS1_HUMAN"	"HUMAN"	"0"
"sp|O00560|SDCB1_HUMAN"	"HUMAN"	"0"
"sp|O00566|MPP10_HUMAN"	"HUMAN"	"0"
"sp|O00567|NOP56_HUMAN"	"HUMAN"	"0"
"sp|O00571|DDX3X_HUMAN"	"HUMAN"	"0"
"sp|O00584|RNT2_HUMAN"	"HUMAN"	"0"
"sp|O00625|PIR_HUMAN"	"HUMAN"	"0"
"sp|O00628|PEX7_HUMAN"	"HUMAN"	"0"
"sp|O00629|IMA3_HUMAN"	"HUMAN"	"0"
"sp|O00635|TRI38_HUMAN"	"HUMAN"	"0"
"sp|O00716|E2F3_HUMAN"	"HUMAN"	"0"
"sp|O00743|PPP6_HUMAN"	"HUMAN"	"0"
"sp|O00754|MA2B1_HUMAN"	"HUMAN"	"0"
"sp|O00764|PDXK_HUMAN"	"HUMAN"	"0"
"sp|O00767|SCD_HUMAN"	"HUMAN"	"0"
"sp|O14497|ARI1A_HUMAN"	"HUMAN"	"0"
"sp|O14508|SOCS2_HUMAN"	"HUMAN"	"0"
"sp|O14519|CDKA1_HUMAN"	"HUMAN"	"0"
"sp|O14523|C2C2L_HUMAN"	"HUMAN"	"0"
"sp|O14526|FCHO1_HUMAN"	"HUMAN"	"0"
"sp|O14530|TXND9_HUMAN"	"HUMAN"	"0"
"sp|O14545|TRAD1_HUMAN"	"HUMAN"	"0"
"sp|O14548|COX7R_HUMAN"	"HUMAN"	"0"
"sp|O14561|ACPM_HUMAN"	"HUMAN"	"0"
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	"0"
"sp|O14578|CTRO_HUMAN"	"HUMAN"	"0"
"sp|O14579|COPE_HUMAN"	"HUMAN"	"0"
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	"0"
"sp|O14618|CCS_HUMAN"	"HUMAN"	"0"
"sp|O14628|ZN195_HUMAN"	"HUMAN"	"0"
"sp|O14640|DVL1_HUMAN"	"HUMAN"	"0"
"sp|O14641|DVL2_HUMAN"	"HUMAN"	"0"
"sp|O14646|CHD1_HUMAN"	"HUMAN"	"0"
"sp|O14647|CHD2_HUMAN"	"HUMAN"	"0"
"sp|O14653|GOSR2_HUMAN"	"HUMAN"	"0"
"sp|O14656|TOR1A_HUMAN"	"HUMAN"	"0"
"sp|O14657|TOR1B_HUMAN"	"HUMAN"	"0"
"sp|O14662|STX16_HUMAN"	"HUMAN"	"0"
"sp|O14672|ADA10_HUMAN"	"HUMAN"	"0"
"sp|O14686|KMT2D_HUMAN"	"HUMAN"	"0"
"sp|O14713|ITBP1_HUMAN"	"HUMAN"	"0"
"sp|O14715|RGPD8_HUMAN"	"HUMAN"	"0"
"sp|O14717|TRDMT_HUMAN"	"HUMAN"	"0"
"sp|O14727|APAF_HUMAN"	"HUMAN"	"0"
"sp|O14730|RIOK3_HUMAN"	"HUMAN"	"0"
"sp|O14733|MP2K7_HUMAN"	"HUMAN"	"0"
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	"0"
"sp|O14744|ANM5_HUMAN"	"HUMAN"	"0"
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	"0"
"sp|O14757|CHK1_HUMAN"	"HUMAN"	"0"
"sp|O14763|TR10B_HUMAN"	"HUMAN"	"0"
"sp|O14770|MEIS2_HUMAN"	"HUMAN"	"0"
"sp|O14772|FPGT_HUMAN"	"HUMAN"	"0"
"sp|O14773|TPP1_HUMAN"	"HUMAN"	"0"
"sp|O14776|TCRG1_HUMAN"	"HUMAN"	"0"
"sp|O14777|NDC80_HUMAN"	"HUMAN"	"0"
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	"0"
"sp|O14802|RPC1_HUMAN"	"HUMAN"	"0"
"sp|O14810|CPLX1_HUMAN"	"HUMAN"	"0"
"sp|O14818|PSA7_HUMAN"	"HUMAN"	"0"
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	"0"
"sp|O14841|OPLA_HUMAN"	"HUMAN"	"0"
"sp|O14867|BACH1_HUMAN"	"HUMAN"	"0"
"sp|O14874|BCKD_HUMAN"	"HUMAN"	"0"
"sp|O14880|MGST3_HUMAN"	"HUMAN"	"0"
"sp|O14893|GEMI2_HUMAN"	"HUMAN"	"0"
"sp|O14907|TX1B3_HUMAN"	"HUMAN"	"0"
"sp|O14908|GIPC1_HUMAN"	"HUMAN"	"0"
"sp|O14920|IKKB_HUMAN"	"HUMAN"	"0"
"sp|O14925|TIM23_HUMAN"	"HUMAN"	"0"
"sp|O14929|HAT1_HUMAN"	"HUMAN"	"0"
"sp|O14933|UB2L6_HUMAN"	"HUMAN"	"0"
"sp|O14949|QCR8_HUMAN"	"HUMAN"	"0"
"sp|O14950|ML12B_HUMAN"	"HUMAN"	"0"
"sp|O14957|QCR10_HUMAN"	"HUMAN"	"0"
"sp|O14964|HGS_HUMAN"	"HUMAN"	"0"
"sp|O14965|AURKA_HUMAN"	"HUMAN"	"0"
"sp|O14972|VP26C_HUMAN"	"HUMAN"	"0"
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	"0"
"sp|O14976|GAK_HUMAN"	"HUMAN"	"0"
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	"0"
"sp|O14980|XPO1_HUMAN"	"HUMAN"	"0"
"sp|O14981|BTAF1_HUMAN"	"HUMAN"	"0"
"sp|O15014|ZN609_HUMAN"	"HUMAN"	"0"
"sp|O15015|ZN646_HUMAN"	"HUMAN"	"0"
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	"0"
"sp|O15027|SC16A_HUMAN"	"HUMAN"	"0"
"sp|O15031|PLXB2_HUMAN"	"HUMAN"	"0"
"sp|O15037|KHNYN_HUMAN"	"HUMAN"	"0"
"sp|O15042|SR140_HUMAN"	"HUMAN"	"0"
"sp|O15047|SET1A_HUMAN"	"HUMAN"	"0"
"sp|O15054|KDM6B_HUMAN"	"HUMAN"	"0"
"sp|O15056|SYNJ2_HUMAN"	"HUMAN"	"0"
"sp|O15062|ZBTB5_HUMAN"	"HUMAN"	"0"
"sp|O15063|GRRE1_HUMAN"	"HUMAN"	"0"
"sp|O15066|KIF3B_HUMAN"	"HUMAN"	"0"
"sp|O15067|PUR4_HUMAN"	"HUMAN"	"0"
"sp|O15078|CE290_HUMAN"	"HUMAN"	"0"
"sp|O15084|ANR28_HUMAN"	"HUMAN"	"0"
"sp|O15085|ARHGB_HUMAN"	"HUMAN"	"0"
"sp|O15091|MRPP3_HUMAN"	"HUMAN"	"0"
"sp|O15111|IKKA_HUMAN"	"HUMAN"	"0"
"sp|O15116|LSM1_HUMAN"	"HUMAN"	"0"
"sp|O15117|FYB1_HUMAN"	"HUMAN"	"0"
"sp|O15118|NPC1_HUMAN"	"HUMAN"	"0"
"sp|O15121|DEGS1_HUMAN"	"HUMAN"	"0"
"sp|O15126|SCAM1_HUMAN"	"HUMAN"	"0"
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	"0"
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	"0"
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	"0"
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	"0"
"sp|O15155|BET1_HUMAN"	"HUMAN"	"0"
"sp|O15156|ZBT7B_HUMAN"	"HUMAN"	"0"
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	"0"
"sp|O15162|PLS1_HUMAN"	"HUMAN"	"0"
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	"0"
"sp|O15169|AXIN1_HUMAN"	"HUMAN"	"0"
"sp|O15173|PGRC2_HUMAN"	"HUMAN"	"0"
"sp|O15182|CETN3_HUMAN"	"HUMAN"	"0"
"sp|O15212|PFD6_HUMAN"	"HUMAN"	"0"
"sp|O15213|WDR46_HUMAN"	"HUMAN"	"0"
"sp|O15226|NKRF_HUMAN"	"HUMAN"	"0"
"sp|O15228|GNPAT_HUMAN"	"HUMAN"	"0"
"sp|O15234|CASC3_HUMAN"	"HUMAN"	"0"
"sp|O15235|RT12_HUMAN"	"HUMAN"	"0"
"sp|O15243|OBRG_HUMAN"	"HUMAN"	"0"
"sp|O15247|CLIC2_HUMAN"	"HUMAN"	"0"
"sp|O15258|RER1_HUMAN"	"HUMAN"	"0"
"sp|O15260|SURF4_HUMAN"	"HUMAN"	"0"
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	"0"
"sp|O15270|SPTC2_HUMAN"	"HUMAN"	"0"
"sp|O15287|FANCG_HUMAN"	"HUMAN"	"0"
"sp|O15294|OGT1_HUMAN"	"HUMAN"	"0"
"sp|O15305|PMM2_HUMAN"	"HUMAN"	"0"
"sp|O15318|RPC7_HUMAN"	"HUMAN"	"0"
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	"0"
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	"0"
"sp|O15357|SHIP2_HUMAN"	"HUMAN"	"0"
"sp|O15360|FANCA_HUMAN"	"HUMAN"	"0"
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	"0"
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	"0"
"sp|O15379|HDAC3_HUMAN"	"HUMAN"	"0"
"sp|O15381|NVL_HUMAN"	"HUMAN"	"0"
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	"0"
"sp|O15392|BIRC5_HUMAN"	"HUMAN"	"0"
"sp|O15397|IPO8_HUMAN"	"HUMAN"	"0"
"sp|O15400|STX7_HUMAN"	"HUMAN"	"0"
"sp|O15439|MRP4_HUMAN"	"HUMAN"	"0"
"sp|O15446|RPA34_HUMAN"	"HUMAN"	"0"
"sp|O15460|P4HA2_HUMAN"	"HUMAN"	"0"
"sp|O15479|MAGB2_HUMAN"	"HUMAN"	"0"
"sp|O15498|YKT6_HUMAN"	"HUMAN"	"0"
"sp|O15504|NUP42_HUMAN"	"HUMAN"	"0"
"sp|O15511|ARPC5_HUMAN"	"HUMAN"	"0"
"sp|O15514|RPB4_HUMAN"	"HUMAN"	"0"
"sp|O15523|DDX3Y_HUMAN"	"HUMAN"	"0"
"sp|O15525|MAFG_HUMAN"	"HUMAN"	"0"
"sp|O15530|PDPK1_HUMAN"	"HUMAN"	"0"
"sp|O15541|R113A_HUMAN"	"HUMAN"	"0"
"sp|O15550|KDM6A_HUMAN"	"HUMAN"	"0"
"sp|O43143|DHX15_HUMAN"	"HUMAN"	"0"
"sp|O43148|MCES_HUMAN"	"HUMAN"	"0"
"sp|O43149|ZZEF1_HUMAN"	"HUMAN"	"0"
"sp|O43156|TTI1_HUMAN"	"HUMAN"	"0"
"sp|O43159|RRP8_HUMAN"	"HUMAN"	"0"
"sp|O43164|PJA2_HUMAN"	"HUMAN"	"0"
"sp|O43166|SI1L1_HUMAN"	"HUMAN"	"0"
"sp|O43167|ZBT24_HUMAN"	"HUMAN"	"0"
"sp|O43169|CYB5B_HUMAN"	"HUMAN"	"0"
"sp|O43172|PRP4_HUMAN"	"HUMAN"	"0"
"sp|O43175|SERA_HUMAN"	"HUMAN"	"0"
"sp|O43181|NDUS4_HUMAN"	"HUMAN"	"0"
"sp|O43182|RHG06_HUMAN"	"HUMAN"	"0"
"sp|O43237|DC1L2_HUMAN"	"HUMAN"	"0"
"sp|O43242|PSMD3_HUMAN"	"HUMAN"	"0"
"sp|O43251|RFOX2_HUMAN"	"HUMAN"	"0"
"sp|O43252|PAPS1_HUMAN"	"HUMAN"	"0"
"sp|O43257|ZNHI1_HUMAN"	"HUMAN"	"0"
"sp|O43264|ZW10_HUMAN"	"HUMAN"	"0"
"sp|O43290|SNUT1_HUMAN"	"HUMAN"	"0"
"sp|O43293|DAPK3_HUMAN"	"HUMAN"	"0"
"sp|O43303|CP110_HUMAN"	"HUMAN"	"0"
"sp|O43314|VIP2_HUMAN"	"HUMAN"	"0"
"sp|O43318|M3K7_HUMAN"	"HUMAN"	"0"
"sp|O43324|MCA3_HUMAN"	"HUMAN"	"0"
"sp|O43353|RIPK2_HUMAN"	"HUMAN"	"0"
"sp|O43379|WDR62_HUMAN"	"HUMAN"	"0"
"sp|O43390|HNRPR_HUMAN"	"HUMAN"	"0"
"sp|O43395|PRPF3_HUMAN"	"HUMAN"	"0"
"sp|O43396|TXNL1_HUMAN"	"HUMAN"	"0"
"sp|O43399|TPD54_HUMAN"	"HUMAN"	"0"
"sp|O43402|EMC8_HUMAN"	"HUMAN"	"0"
"sp|O43414|ERI3_HUMAN"	"HUMAN"	"0"
"sp|O43422|P52K_HUMAN"	"HUMAN"	"0"
"sp|O43426|SYNJ1_HUMAN"	"HUMAN"	"0"
"sp|O43427|FIBP_HUMAN"	"HUMAN"	"0"
"sp|O43432|IF4G3_HUMAN"	"HUMAN"	"0"
"sp|O43439|MTG8R_HUMAN"	"HUMAN"	"0"
"sp|O43447|PPIH_HUMAN"	"HUMAN"	"0"
"sp|O43463|SUV91_HUMAN"	"HUMAN"	"0"
"sp|O43464|HTRA2_HUMAN"	"HUMAN"	"0"
"sp|O43482|MS18B_HUMAN"	"HUMAN"	"0"
"sp|O43488|ARK72_HUMAN"	"HUMAN"	"0"
"sp|O43491|E41L2_HUMAN"	"HUMAN"	"0"
"sp|O43493|TGON2_HUMAN"	"HUMAN"	"0"
"sp|O43502|RA51C_HUMAN"	"HUMAN"	"0"
"sp|O43504|LTOR5_HUMAN"	"HUMAN"	"0"
"sp|O43513|MED7_HUMAN"	"HUMAN"	"0"
"sp|O43524|FOXO3_HUMAN"	"HUMAN"	"0"
"sp|O43566|RGS14_HUMAN"	"HUMAN"	"0"
"sp|O43572|AKA10_HUMAN"	"HUMAN"	"0"
"sp|O43583|DENR_HUMAN"	"HUMAN"	"0"
"sp|O43592|XPOT_HUMAN"	"HUMAN"	"0"
"sp|O43598|DNPH1_HUMAN"	"HUMAN"	"0"
"sp|O43615|TIM44_HUMAN"	"HUMAN"	"0"
"sp|O43617|TPPC3_HUMAN"	"HUMAN"	"0"
"sp|O43639|NCK2_HUMAN"	"HUMAN"	"0"
"sp|O43660|PLRG1_HUMAN"	"HUMAN"	"0"
"sp|O43663|PRC1_HUMAN"	"HUMAN"	"0"
"sp|O43665|RGS10_HUMAN"	"HUMAN"	"0"
"sp|O43670|ZN207_HUMAN"	"HUMAN"	"0"
"sp|O43674|NDUB5_HUMAN"	"HUMAN"	"0"
"sp|O43676|NDUB3_HUMAN"	"HUMAN"	"0"
"sp|O43678|NDUA2_HUMAN"	"HUMAN"	"0"
"sp|O43681|GET3_HUMAN"	"HUMAN"	"0"
"sp|O43683|BUB1_HUMAN"	"HUMAN"	"0"
"sp|O43684|BUB3_HUMAN"	"HUMAN"	"0"
"sp|O43707|ACTN4_HUMAN"	"HUMAN"	"0"
"sp|O43708|MAAI_HUMAN"	"HUMAN"	"0"
"sp|O43709|BUD23_HUMAN"	"HUMAN"	"0"
"sp|O43715|TRIA1_HUMAN"	"HUMAN"	"0"
"sp|O43716|GATC_HUMAN"	"HUMAN"	"0"
"sp|O43719|HTSF1_HUMAN"	"HUMAN"	"0"
"sp|O43747|AP1G1_HUMAN"	"HUMAN"	"0"
"sp|O43752|STX6_HUMAN"	"HUMAN"	"0"
"sp|O43760|SNG2_HUMAN"	"HUMAN"	"0"
"sp|O43765|SGTA_HUMAN"	"HUMAN"	"0"
"sp|O43766|LIAS_HUMAN"	"HUMAN"	"0"
"sp|O43768|ENSA_HUMAN"	"HUMAN"	"0"
"sp|O43772|MCAT_HUMAN"	"HUMAN"	"0"
"sp|O43776|SYNC_HUMAN"	"HUMAN"	"0"
"sp|O43791|SPOP_HUMAN"	"HUMAN"	"0"
"sp|O43805|SSNA1_HUMAN"	"HUMAN"	"0"
"sp|O43808|PM34_HUMAN"	"HUMAN"	"0"
"sp|O43809|CPSF5_HUMAN"	"HUMAN"	"0"
"sp|O43813|LANC1_HUMAN"	"HUMAN"	"0"
"sp|O43815|STRN_HUMAN"	"HUMAN"	"0"
"sp|O43818|U3IP2_HUMAN"	"HUMAN"	"0"
"sp|O43819|SCO2_HUMAN"	"HUMAN"	"0"
"sp|O43823|AKAP8_HUMAN"	"HUMAN"	"0"
"sp|O43824|GTPB6_HUMAN"	"HUMAN"	"0"
"sp|O43829|ZBT14_HUMAN"	"HUMAN"	"0"
"sp|O43837|IDH3B_HUMAN"	"HUMAN"	"0"
"sp|O43847|NRDC_HUMAN"	"HUMAN"	"0"
"sp|O43852|CALU_HUMAN"	"HUMAN"	"0"
"sp|O43865|SAHH2_HUMAN"	"HUMAN"	"0"
"sp|O43889|CREB3_HUMAN"	"HUMAN"	"0"
"sp|O43896|KIF1C_HUMAN"	"HUMAN"	"0"
"sp|O43900|PRIC3_HUMAN"	"HUMAN"	"0"
"sp|O43913|ORC5_HUMAN"	"HUMAN"	"0"
"sp|O43920|NDUS5_HUMAN"	"HUMAN"	"0"
"sp|O43924|PDE6D_HUMAN"	"HUMAN"	"0"
"sp|O43929|ORC4_HUMAN"	"HUMAN"	"0"
"sp|O43930|PRKY_HUMAN"	"HUMAN"	"0"
"sp|O43933|PEX1_HUMAN"	"HUMAN"	"0"
"sp|O60216|RAD21_HUMAN"	"HUMAN"	"0"
"sp|O60220|TIM8A_HUMAN"	"HUMAN"	"0"
"sp|O60231|DHX16_HUMAN"	"HUMAN"	"0"
"sp|O60232|ZNRD2_HUMAN"	"HUMAN"	"0"
"sp|O60234|GMFG_HUMAN"	"HUMAN"	"0"
"sp|O60239|3BP5_HUMAN"	"HUMAN"	"0"
"sp|O60244|MED14_HUMAN"	"HUMAN"	"0"
"sp|O60256|KPRB_HUMAN"	"HUMAN"	"0"
"sp|O60264|SMCA5_HUMAN"	"HUMAN"	"0"
"sp|O60271|JIP4_HUMAN"	"HUMAN"	"0"
"sp|O60287|NPA1P_HUMAN"	"HUMAN"	"0"
"sp|O60293|ZC3H1_HUMAN"	"HUMAN"	"0"
"sp|O60294|TYW4_HUMAN"	"HUMAN"	"0"
"sp|O60306|AQR_HUMAN"	"HUMAN"	"0"
"sp|O60313|OPA1_HUMAN"	"HUMAN"	"0"
"sp|O60315|ZEB2_HUMAN"	"HUMAN"	"0"
"sp|O60318|GANP_HUMAN"	"HUMAN"	"0"
"sp|O60333|KIF1B_HUMAN"	"HUMAN"	"0"
"sp|O60341|KDM1A_HUMAN"	"HUMAN"	"0"
"sp|O60343|TBCD4_HUMAN"	"HUMAN"	"0"
"sp|O60361|NDK8_HUMAN"	"HUMAN"	"0"
"sp|O60427|FADS1_HUMAN"	"HUMAN"	"0"
"sp|O60447|EVI5_HUMAN"	"HUMAN"	"0"
"sp|O60476|MA1A2_HUMAN"	"HUMAN"	"0"
"sp|O60488|ACSL4_HUMAN"	"HUMAN"	"0"
"sp|O60493|SNX3_HUMAN"	"HUMAN"	"0"
"sp|O60499|STX10_HUMAN"	"HUMAN"	"0"
"sp|O60502|OGA_HUMAN"	"HUMAN"	"0"
"sp|O60506|HNRPQ_HUMAN"	"HUMAN"	"0"
"sp|O60508|PRP17_HUMAN"	"HUMAN"	"0"
"sp|O60518|RNBP6_HUMAN"	"HUMAN"	"0"
