"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp.P19882.HSP60_YEAST.1","sp|P19882|HSP60_YEAST","-0.603317579628829","0.000228488460950634","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P00950.PMG1_YEAST","sp|P00950|PMG1_YEAST","-0.302965362966535","0.000230016811860003","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P02829.HSP82_YEAST.2","sp|P02829|HSP82_YEAST","-0.230697767562713","0.000236130215497478","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P15019.TAL1_YEAST.1","sp|P15019|TAL1_YEAST","-0.526601661218182","0.000243771970044322","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P41338.ERG10_YEAST.2","sp|P41338|ERG10_YEAST","-0.311729068375671","0.000251413724591166","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P46655.SYEC_YEAST","sp|P46655|SYEC_YEAST","-0.292551316490341","0.000258291303683326","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q03558.OYE2_YEAST.1","sp|Q03558|OYE2_YEAST","-0.576017370769998","0.00025905547913801","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P02407.RS17A_YEAST.sp.P14127.RS17B_YEAST.2","sp|P02407|RS17A_YEAST;sp|P14127|RS17B_YEAST","-0.261023535182487","0.000266697233684854","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P25694.CDC48_YEAST","sp|P25694|CDC48_YEAST","-0.286164023686611","0.000273574812777014","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q02326.RL6A_YEAST.1","sp|Q02326|RL6A_YEAST","-0.567249378597777","0.000274338988231698","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P15703.BGL2_YEAST.2","sp|P15703|BGL2_YEAST","-0.235797341655697","0.000281980742778542","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P00924.ENO1_YEAST","sp|P00924|ENO1_YEAST","-0.31630156433755","0.000288858321870701","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P15303.SEC23_YEAST.2","sp|P15303|SEC23_YEAST","-0.373889735642727","0.00029726425187223","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P11484.SSB1_YEAST","sp|P11484|SSB1_YEAST","-0.339019919466391","0.000304141830964389","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P23254.TKT1_YEAST.1","sp|P23254|TKT1_YEAST","-0.529314410758509","0.000307962708237811","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P32379.PSA5_YEAST.2","sp|P32379|PSA5_YEAST","-0.342250888617574","0.000312547760965918","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P02406.RL28_YEAST.1","sp|P02406|RL28_YEAST","-0.561718371268883","0.000323246217331499","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX82.RL19A_YEAST.sp.P0CX83.RL19B_YEAST.2","sp|P0CX82|RL19A_YEAST;sp|P0CX83|RL19B_YEAST","-0.24955607759971","0.000327831270059606","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38011.GBLP_YEAST","sp|P38011|GBLP_YEAST","-0.322079846704186","0.00033547302460645","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00817.IPYR_YEAST.1","sp|P00817|IPYR_YEAST","-0.578165833552198","0.000338529726425187","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P05317.RLA0_YEAST.2","sp|P05317|RLA0_YEAST","-0.280825332333006","0.000343114779153294","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P25349.YCP4_YEAST","sp|P25349|YCP4_YEAST","-0.354667442299617","0.000350756533700138","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P05030.PMA1_YEAST.1","sp|P05030|PMA1_YEAST","-0.537626670831511","0.000353813235518875","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9UQB8.BAIP2_HUMAN","sp|Q9UQB8|BAIP2_HUMAN","2.11397399572303","0.000366040042793825","0.0232558139534884","conditionC-conditionB","HUMAN","0","0"
"sp.P38707.SYNC_YEAST.1","sp|P38707|SYNC_YEAST","-0.60540918373934","0.000369096744612563","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P06168.ILV5_YEAST.2","sp|P06168|ILV5_YEAST","-0.247866995248653","0.000372917621885985","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P46672.ARC1_YEAST.1","sp|P46672|ARC1_YEAST","-0.557940083895721","0.000384380253706251","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P40037.HMF1_YEAST.1","sp|P40037|HMF1_YEAST","-0.639727847031288","0.000399663762799939","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P16140.VATB_YEAST","sp|P16140|VATB_YEAST","-0.259920887167175","0.00041036221916552","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00549.KPYK1_YEAST.1","sp|P00549|KPYK1_YEAST","-0.557808934772378","0.000414947271893627","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX43.RL1A_YEAST.sp.P0CX44.RL1B_YEAST.2","sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST","-0.28307285130137","0.000418768149167049","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P04807.HXKB_YEAST","sp|P04807|HXKB_YEAST","-0.31846699171675","0.000425645728259208","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P14540.ALF_YEAST.1","sp|P14540|ALF_YEAST","-0.601020773767431","0.000430230780987315","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX47.RS11A_YEAST.sp.P0CX48.RS11B_YEAST.2","sp|P0CX47|RS11A_YEAST;sp|P0CX48|RS11B_YEAST","-0.242700356135124","0.000434051658260737","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P13188.SYQ_YEAST","sp|P13188|SYQ_YEAST","-0.307410380644406","0.000440929237352896","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P11484.SSB1_YEAST.1","sp|P11484|SSB1_YEAST","-0.571812414938115","0.000445514290081003","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P32471.EF1B_YEAST.2","sp|P32471|EF1B_YEAST","-0.244166849065191","0.000449335167354425","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P04840.VDAC1_YEAST","sp|P04840|VDAC1_YEAST","-0.363414924107603","0.000456212746446584","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P32449.AROG_YEAST.1","sp|P32449|AROG_YEAST","-0.628092016851546","0.00046079779917469","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q15311.RBP1_HUMAN","sp|Q15311|RBP1_HUMAN","-0.744015800434417","0.000471496255540272","0.0232558139534884","conditionC-conditionB","HUMAN","0","0"
"sp.P46655.SYEC_YEAST.2","sp|P46655|SYEC_YEAST","-0.282554114436957","0.000480666360996485","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P00817.IPYR_YEAST","sp|P00817|IPYR_YEAST","-0.322145986517404","0.00048677976463396","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P04147.PABP_YEAST.1","sp|P04147|PABP_YEAST","-0.504149251938857","0.000490600641907382","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9H7B4.SMYD3_HUMAN.2","sp|Q9H7B4|SMYD3_HUMAN","0.788038966278758","0.000495949870090173","0.0487804878048781","conditionD-conditionC","HUMAN","0","0"
"sp.P38701.RS20_YEAST","sp|P38701|RS20_YEAST","-0.270867055979251","0.000502063273727648","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00360.G3P1_YEAST.1","sp|P00360|G3P1_YEAST","-0.50041644606452","0.00050588415100107","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P40069.IMB4_YEAST","sp|P40069|IMB4_YEAST","-0.240302587098569","0.000517346782821336","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00950.PMG1_YEAST.1","sp|P00950|PMG1_YEAST","-0.536387424949165","0.000521167660094758","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P15992.HSP26_YEAST.2","sp|P15992|HSP26_YEAST","-0.297496584233222","0.000526516888277549","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P08524.ERG20_YEAST.1","sp|P08524|ERG20_YEAST","-0.509504519070155","0.000536451169188446","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q12402.YOP1_YEAST.2","sp|Q12402|YOP1_YEAST","-0.29372326347093","0.000541800397371236","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P31539.HS104_YEAST","sp|P31539|HS104_YEAST","-0.295633631198767","0.000548677976463396","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P10664.RL4A_YEAST.2","sp|P10664|RL4A_YEAST","-0.211049563414855","0.000557083906464924","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P10592.HSP72_YEAST","sp|P10592|HSP72_YEAST","-0.326534441659614","0.000563961485557084","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P33442.RS3A1_YEAST.1","sp|P33442|RS3A1_YEAST","-0.556661424851589","0.000567782362830506","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P00360.G3P1_YEAST","sp|P00360|G3P1_YEAST","-0.283290463273463","0.000579244994650772","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P31539.HS104_YEAST.1","sp|P31539|HS104_YEAST","-0.505323595521903","0.000583065871924194","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P11484.SSB1_YEAST.2","sp|P11484|SSB1_YEAST","-0.232792495471724","0.000590707626471038","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P06168.ILV5_YEAST","sp|P06168|ILV5_YEAST","-0.270541744191041","0.00059452850374446","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P35691.TCTP_YEAST.1","sp|P35691|TCTP_YEAST","-0.566212386328145","0.000598349381017882","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P26783.RS5_YEAST","sp|P26783|RS5_YEAST","-0.239086782128155","0.000609812012838148","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P15992.HSP26_YEAST.1","sp|P15992|HSP26_YEAST","-0.552179366972986","0.00061363289011157","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q03219.YM44_YEAST.2","sp|Q03219|YM44_YEAST","-0.54439922711197","0.000621274644658414","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P07267.CARP_YEAST","sp|P07267|CARP_YEAST","-0.398046800171324","0.000625095521931836","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P07245.C1TC_YEAST.1","sp|P07245|C1TC_YEAST","-0.601054747755791","0.000628916399205257","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P05748.RL15A_YEAST.2","sp|P05748|RL15A_YEAST","-0.226893646752433","0.000636558153752102","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P23254.TKT1_YEAST","sp|P23254|TKT1_YEAST","-0.315572715823114","0.000640379031025523","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P10591.HSP71_YEAST.1","sp|P10591|HSP71_YEAST","-0.63083521359758","0.000644199908298945","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P00360.G3P1_YEAST.2","sp|P00360|G3P1_YEAST","-0.217125982791057","0.000651841662845789","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P36008.EF1G2_YEAST.1","sp|P36008|EF1G2_YEAST","-0.492210197447108","0.000659483417392633","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P02406.RL28_YEAST","sp|P02406|RL28_YEAST","-0.322241958408695","0.000669417698303531","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P0CX47.RS11A_YEAST.sp.P0CX48.RS11B_YEAST.1","sp|P0CX47|RS11A_YEAST;sp|P0CX48|RS11B_YEAST","-0.478112635291955","0.000674766926486321","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P05738.RL9A_YEAST.2","sp|P05738|RL9A_YEAST","-0.281483937885763","0.000681644505578481","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P02407.RS17A_YEAST.sp.P14127.RS17B_YEAST","sp|P02407|RS17A_YEAST;sp|P14127|RS17B_YEAST","-0.313347407186388","0.000684701207397218","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P02994.EF1A_YEAST.1","sp|P02994|EF1A_YEAST","-0.539048718316323","0.000690050435580009","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P35997.RS27A_YEAST.sp.P38711.RS27B_YEAST.1","sp|P35997|RS27A_YEAST;sp|P38711|RS27B_YEAST","-0.512613176885313","0.000705333944673697","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P49626.RL4B_YEAST.2","sp|P49626|RL4B_YEAST","-0.261678245793359","0.000712211523765857","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38879.NACA_YEAST","sp|P38879|NACA_YEAST","-0.394002364998229","0.000712975699220541","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P38011.GBLP_YEAST.1","sp|P38011|GBLP_YEAST","-0.540778130871708","0.000720617453767385","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P38088.SYG_YEAST.2","sp|P38088|SYG_YEAST","-0.225813558692932","0.000727495032859544","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P0CX39.RS8A_YEAST.sp.P0CX40.RS8B_YEAST","sp|P0CX39|RS8A_YEAST;sp|P0CX40|RS8B_YEAST","-0.322463100178966","0.000728259208314229","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00359.G3P3_YEAST.1","sp|P00359|G3P3_YEAST","-0.557556955848643","0.000735900962861073","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P49089.ASNS1_YEAST.2","sp|P49089|ASNS1_YEAST","-0.280300916465094","0.000742778541953232","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P36010.NDK_YEAST","sp|P36010|NDK_YEAST","-0.294661248267593","0.000743542717407917","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P07244.PUR2_YEAST.1","sp|P07244|PUR2_YEAST","-0.564359893861091","0.000751184471954761","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P40303.PSA4_YEAST.2","sp|P40303|PSA4_YEAST","-0.367202753696583","0.00075806205104692","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P10591.HSP71_YEAST","sp|P10591|HSP71_YEAST","-0.38607047928757","0.000758826226501605","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q05016.YM71_YEAST.1","sp|Q05016|YM71_YEAST","-0.571343106090938","0.000766467981048449","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P33442.RS3A1_YEAST.2","sp|P33442|RS3A1_YEAST","-0.22552061863761","0.000773345560140608","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38879.NACA_YEAST.1","sp|P38879|NACA_YEAST","-0.610852072319705","0.000781751490142137","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P04806.HXKA_YEAST","sp|P04806|HXKA_YEAST","-0.2948173453844","0.000787864893779612","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00950.PMG1_YEAST.2","sp|P00950|PMG1_YEAST","-0.23342206198263","0.000788629069234296","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P0CX49.RL18A_YEAST.sp.P0CX50.RL18B_YEAST.1","sp|P0CX49|RL18A_YEAST;sp|P0CX50|RL18B_YEAST","-0.481134934780657","0.000797034999235825","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P05030.PMA1_YEAST","sp|P05030|PMA1_YEAST","-0.258509878063062","0.0008031484028733","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00924.ENO1_YEAST.2","sp|P00924|ENO1_YEAST","-0.212588842102946","0.000803912578327984","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P25349.YCP4_YEAST.1","sp|P25349|YCP4_YEAST","-0.69993008572493","0.000812318508329512","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P49090.ASNS2_YEAST.2","sp|P49090|ASNS2_YEAST","-0.288610037602094","0.000819196087421672","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P02400.RLA4_YEAST.1","sp|P02400|RLA4_YEAST","-0.538151245675689","0.0008276020174232","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX55.RS18A_YEAST.sp.P0CX56.RS18B_YEAST","sp|P0CX55|RS18A_YEAST;sp|P0CX56|RS18B_YEAST","-0.356078219199087","0.000833715421060676","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P54839.ERG13_YEAST.2","sp|P54839|ERG13_YEAST","-0.251094588187325","0.00083447959651536","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P04806.HXKA_YEAST.1","sp|P04806|HXKA_YEAST","-0.541835009294774","0.000842885526516888","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q00764.TPS1_YEAST","sp|Q00764|TPS1_YEAST","-0.435427063377329","0.000848998930154363","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q08971.YP225_YEAST.1","sp|Q08971|YP225_YEAST","-0.449809321933632","0.000858169035610576","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P14832.CYPH_YEAST","sp|P14832|CYPH_YEAST","-0.309903502438322","0.000864282439248051","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P40217.EIF3I_YEAST.2","sp|P40217|EIF3I_YEAST","-0.344206974580555","0.000864282439248051","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38701.RS20_YEAST.1","sp|P38701|RS20_YEAST","-0.498279180255146","0.000873452544704264","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P36008.EF1G2_YEAST","sp|P36008|EF1G2_YEAST","-0.317153170794448","0.000879565948341739","0.0232558139534884","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.O13516.RS9A_YEAST.2","sp|O13516|RS9A_YEAST","-0.271732322397709","0.000879565948341739","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P15891.ABP1_YEAST.1","sp|P15891|ABP1_YEAST","-0.590318472020742","0.000888736053797952","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX37.RS6A_YEAST.sp.P0CX38.RS6B_YEAST.2","sp|P0CX37|RS6A_YEAST;sp|P0CX38|RS6B_YEAST","-0.294537082168103","0.000894849457435427","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q12335.PST2_YEAST.1","sp|Q12335|PST2_YEAST","-0.654664903046845","0.00090401956289164","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P34760.TSA1_YEAST","sp|P34760|TSA1_YEAST","-0.374944278814356","0.000909368791074431","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P0CX43.RL1A_YEAST.sp.P0CX44.RL1B_YEAST.1","sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST","-0.514868075643337","0.000919303071985328","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P33442.RS3A1_YEAST","sp|P33442|RS3A1_YEAST","-0.331140806213979","0.000924652300168119","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P40212.RL13B_YEAST.sp.Q12690.RL13A_YEAST.2","sp|P40212|RL13B_YEAST;sp|Q12690|RL13A_YEAST","-0.252731531274341","0.000925416475622803","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P15180.SYKC_YEAST.1","sp|P15180|SYKC_YEAST","-0.531538655417911","0.000934586581079016","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P05740.RL17A_YEAST","sp|P05740|RL17A_YEAST","-0.284878905695829","0.000939935809261806","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P0C2H9.RL31B_YEAST.2","sp|P0C2H9|RL31B_YEAST","-0.492852371865983","0.000940699984716491","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P40150.SSB2_YEAST.1","sp|P40150|SSB2_YEAST","-0.574058180924519","0.000949870090172704","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P18239.ADT2_YEAST","sp|P18239|ADT2_YEAST","-0.305866893530688","0.000955219318355494","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P53741.BRE5_YEAST.2","sp|P53741|BRE5_YEAST","-0.361410195049576","0.000955983493810179","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P28834.IDH1_YEAST.1","sp|P28834|IDH1_YEAST","-0.604746260606188","0.000965153599266392","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P00560.PGK_YEAST","sp|P00560|PGK_YEAST","-0.308134443887816","0.000970502827449182","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P48589.RS12_YEAST.2","sp|P48589|RS12_YEAST","-0.258882822679544","0.000971267002903867","0.0487804878048781","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P06787.CALM_YEAST.1","sp|P06787|CALM_YEAST","-0.601286897907393","0.000980437108360079","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX23.RL20A_YEAST.sp.P0CX24.RL20B_YEAST","sp|P0CX23|RL20A_YEAST;sp|P0CX24|RL20B_YEAST","-0.322393761008975","0.00098578633654287","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P18239.ADT2_YEAST.1","sp|P18239|ADT2_YEAST","-0.552852081844675","0.000995720617453767","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P48837.NUP57_YEAST.2","sp|P48837|NUP57_YEAST","-1.23585920098232","0.00100259819654593","0.0531914893617021","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P06367.RS14A_YEAST.1","sp|P06367|RS14A_YEAST","-0.498899628013218","0.00101100412654746","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX43.RL1A_YEAST.sp.P0CX44.RL1B_YEAST","sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST","-0.231795224341967","0.00101482500382088","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P53889.FMP41_YEAST.1","sp|P53889|FMP41_YEAST","-0.67406346055685","0.00102628763564114","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P40506.PPCS_YEAST","sp|P40506|PPCS_YEAST","-1.13433587173819","0.00103010851291457","0.0253164556962025","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P38701.RS20_YEAST.2","sp|P38701|RS20_YEAST","-0.227412124275896","0.0010331652147333","0.0531914893617021","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P16862.PFKA2_YEAST.1","sp|P16862|PFKA2_YEAST","-0.570989317756082","0.00104157114473483","0.00512820512820513","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P17423.KHSE_YEAST.2","sp|P17423|KHSE_YEAST","-0.425773849388184","0.00104844872382699","0.0531914893617021","conditionD-conditionC","YEAST","1","0.263034405833794"
