"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P05737|RL7A_YEAST","sp|P05737|RL7A_YEAST","0.89739961398622","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05738|RL9A_YEAST","sp|P05738|RL9A_YEAST","0.818535183952186","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05740|RL17A_YEAST","sp|P05740|RL17A_YEAST","0.812243354799296","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05743|RL26A_YEAST;sp|P53221|RL26B_YEAST","sp|P05743|RL26A_YEAST;sp|P53221|RL26B_YEAST","0.84271505064202","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05748|RL15A_YEAST","sp|P05748|RL15A_YEAST","0.834516480206577","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05756|RS13_YEAST","sp|P05756|RS13_YEAST","0.912123996554055","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05759|RS31_YEAST","sp|P05759|RS31_YEAST","0.887690108925325","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06101|CDC37_YEAST","sp|P06101|CDC37_YEAST","0.884972812097164","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06102|NOT3_YEAST","sp|P06102|NOT3_YEAST","0.823367687550379","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06168|ILV5_YEAST","sp|P06168|ILV5_YEAST","0.862359865373087","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06169|PDC1_YEAST","sp|P06169|PDC1_YEAST","0.832330018768619","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06634|DED1_YEAST","sp|P06634|DED1_YEAST","0.840034927313873","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06738|PHSG_YEAST","sp|P06738|PHSG_YEAST","0.834142004552103","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07149|FAS1_YEAST","sp|P07149|FAS1_YEAST","0.83730071980637","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07170|KAD2_YEAST","sp|P07170|KAD2_YEAST","0.851741338568942","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07172|HIS8_YEAST","sp|P07172|HIS8_YEAST","0.885192190838472","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07213|TOM70_YEAST","sp|P07213|TOM70_YEAST","0.807588173035827","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07244|PUR2_YEAST","sp|P07244|PUR2_YEAST","0.812078306643471","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07245|C1TC_YEAST","sp|P07245|C1TC_YEAST","0.784925936751973","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07246|ADH3_YEAST","sp|P07246|ADH3_YEAST","0.923512887574388","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07259|PYR1_YEAST","sp|P07259|PYR1_YEAST","0.823855703318577","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07260|IF4E_YEAST","sp|P07260|IF4E_YEAST","0.830872669026649","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07262|DHE4_YEAST","sp|P07262|DHE4_YEAST","0.826750234570296","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07274|PROF_YEAST","sp|P07274|PROF_YEAST","0.958952890963294","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07280|RS19A_YEAST;sp|P07281|RS19B_YEAST","sp|P07280|RS19A_YEAST;sp|P07281|RS19B_YEAST","0.909061524023858","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07284|SYSC_YEAST","sp|P07284|SYSC_YEAST","0.855444869909991","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07342|ILVB_YEAST","sp|P07342|ILVB_YEAST","0.877748976800024","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07347|ARD1_YEAST","sp|P07347|ARD1_YEAST","0.931843642412355","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07806|SYV_YEAST","sp|P07806|SYV_YEAST","0.812369252523803","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07991|OAT_YEAST","sp|P07991|OAT_YEAST","0.919052699754067","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P08018|PBS2_YEAST","sp|P08018|PBS2_YEAST","0.883341226582944","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P08417|FUMH_YEAST","sp|P08417|FUMH_YEAST","0.8058334362844","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P08518|RPB2_YEAST","sp|P08518|RPB2_YEAST","0.859138094135609","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P08566|ARO1_YEAST","sp|P08566|ARO1_YEAST","0.768413012462286","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P09436|SYIC_YEAST","sp|P09436|SYIC_YEAST","0.871205318066183","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P09457|ATPO_YEAST","sp|P09457|ATPO_YEAST","0.878332567991247","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P09547|SWI1_YEAST","sp|P09547|SWI1_YEAST","1.04757621414346","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P09624|DLDH_YEAST","sp|P09624|DLDH_YEAST","0.808197217054031","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P09938|RIR2_YEAST","sp|P09938|RIR2_YEAST","0.879043583769118","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2H6|RL27A_YEAST;sp|P0C2H7|RL27B_YEAST","sp|P0C2H6|RL27A_YEAST;sp|P0C2H7|RL27B_YEAST","0.889514109995163","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2H8|RL31A_YEAST","sp|P0C2H8|RL31A_YEAST","0.815253220183802","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2I3|YD15B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|Q12414|YP11B_YEAST","sp|P0C2I3|YD15B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|Q12414|YP11B_YEAST","0.814621011087393","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2I4|YH11A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX69|YM14A_YEAST;sp|Q12217|YB12A_YEAST","sp|P0C2I4|YH11A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX69|YM14A_YEAST;sp|Q12217|YB12A_YEAST","0.824588980343512","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2I8|YL14A_YEAST","sp|P0C2I8|YL14A_YEAST","0.89932168905891","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CT04|IPB2_YEAST","sp|P0CT04|IPB2_YEAST","0.901767198485608","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX23|RL20A_YEAST;sp|P0CX24|RL20B_YEAST","sp|P0CX23|RL20A_YEAST;sp|P0CX24|RL20B_YEAST","0.79516736934535","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX29|RS23A_YEAST;sp|P0CX30|RS23B_YEAST","sp|P0CX29|RS23A_YEAST;sp|P0CX30|RS23B_YEAST","0.999642736074971","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX31|RS24A_YEAST;sp|P0CX32|RS24B_YEAST","sp|P0CX31|RS24A_YEAST;sp|P0CX32|RS24B_YEAST","0.86933920881016","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX35|RS4A_YEAST;sp|P0CX36|RS4B_YEAST","sp|P0CX35|RS4A_YEAST;sp|P0CX36|RS4B_YEAST","0.837240078951591","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX37|RS6A_YEAST;sp|P0CX38|RS6B_YEAST","sp|P0CX37|RS6A_YEAST;sp|P0CX38|RS6B_YEAST","0.788991857985874","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX41|RL23A_YEAST;sp|P0CX42|RL23B_YEAST","sp|P0CX41|RL23A_YEAST;sp|P0CX42|RL23B_YEAST","0.932311292261069","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST","sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST","0.821075930919953","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX47|RS11A_YEAST;sp|P0CX48|RS11B_YEAST","sp|P0CX47|RS11A_YEAST;sp|P0CX48|RS11B_YEAST","0.808585864177761","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX49|RL18A_YEAST;sp|P0CX50|RL18B_YEAST","sp|P0CX49|RL18A_YEAST;sp|P0CX50|RL18B_YEAST","0.964235677466862","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX51|RS16A_YEAST;sp|P0CX52|RS16B_YEAST","sp|P0CX51|RS16A_YEAST;sp|P0CX52|RS16B_YEAST","0.957956087597754","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX55|RS18A_YEAST;sp|P0CX56|RS18B_YEAST","sp|P0CX55|RS18A_YEAST;sp|P0CX56|RS18B_YEAST","0.847900233418475","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0CX82|RL19A_YEAST;sp|P0CX83|RL19B_YEAST","sp|P0CX82|RL19A_YEAST;sp|P0CX83|RL19B_YEAST","0.83848355822153","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P10659|METK1_YEAST","sp|P10659|METK1_YEAST","0.863180096231982","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P10823|GPA2_YEAST","sp|P10823|GPA2_YEAST","0.839363931072679","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P11154|PYC1_YEAST","sp|P11154|PYC1_YEAST","0.804101090697779","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P11412|G6PD_YEAST","sp|P11412|G6PD_YEAST","0.780051659851427","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P11745|RNA1_YEAST","sp|P11745|RNA1_YEAST","0.823606851193974","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P12612|TCPA_YEAST","sp|P12612|TCPA_YEAST","0.845022726995069","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P12709|G6PI_YEAST","sp|P12709|G6PI_YEAST","0.907797813976284","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P12904|AAKG_YEAST","sp|P12904|AAKG_YEAST","0.838273089456345","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P13188|SYQ_YEAST","sp|P13188|SYQ_YEAST","0.841493575957639","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P13663|DHAS_YEAST","sp|P13663|DHAS_YEAST","0.97155649139583","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P13856|RSR1_YEAST","sp|P13856|RSR1_YEAST","1.05303399527181","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14020|DPM1_YEAST","sp|P14020|DPM1_YEAST","0.861779669347097","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14065|GCY1_YEAST","sp|P14065|GCY1_YEAST","0.789585574444581","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14126|RL3_YEAST","sp|P14126|RL3_YEAST","0.836647919325436","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14306|CPYI_YEAST","sp|P14306|CPYI_YEAST","0.918925846953767","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14540|ALF_YEAST","sp|P14540|ALF_YEAST","0.737940890973164","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14742|GFA1_YEAST","sp|P14742|GFA1_YEAST","0.773760141425839","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14747|PP2B2_YEAST","sp|P14747|PP2B2_YEAST","0.885378284316042","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14843|AROF_YEAST","sp|P14843|AROF_YEAST","0.829718110015774","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14906|SEC63_YEAST","sp|P14906|SEC63_YEAST","0.808064461425566","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14907|NSP1_YEAST","sp|P14907|NSP1_YEAST","0.805182589572562","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15108|HSC82_YEAST","sp|P15108|HSC82_YEAST","0.84574599683441","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15180|SYKC_YEAST","sp|P15180|SYKC_YEAST","0.836015250773961","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15274|AMPD_YEAST","sp|P15274|AMPD_YEAST","0.8072531223883","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15454|KGUA_YEAST","sp|P15454|KGUA_YEAST","0.88114307166903","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15624|SYFB_YEAST","sp|P15624|SYFB_YEAST","0.900058196527548","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15646|FBRL_YEAST","sp|P15646|FBRL_YEAST","0.870731354213673","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15731|UBC4_YEAST","sp|P15731|UBC4_YEAST","0.9931755931705","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15873|PCNA_YEAST","sp|P15873|PCNA_YEAST","0.892860333592036","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15891|ABP1_YEAST","sp|P15891|ABP1_YEAST","0.809593586358755","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15992|HSP26_YEAST","sp|P15992|HSP26_YEAST","0.872150935997631","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16140|VATB_YEAST","sp|P16140|VATB_YEAST","0.900692909176644","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16370|RPB3_YEAST","sp|P16370|RPB3_YEAST","0.956704776802303","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16387|ODPA_YEAST","sp|P16387|ODPA_YEAST","0.762195138105151","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16521|EF3A_YEAST","sp|P16521|EF3A_YEAST","0.856428581721214","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16550|APA1_YEAST","sp|P16550|APA1_YEAST","0.908543536047587","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16603|NCPR_YEAST","sp|P16603|NCPR_YEAST","0.780734406589353","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16649|TUP1_YEAST","sp|P16649|TUP1_YEAST","0.805237803816334","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16861|PFKA1_YEAST","sp|P16861|PFKA1_YEAST","0.882876442078771","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16862|PFKA2_YEAST","sp|P16862|PFKA2_YEAST","0.867370972639058","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16965|STF2_YEAST","sp|P16965|STF2_YEAST","0.857276192330851","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17076|RL8A_YEAST","sp|P17076|RL8A_YEAST","0.877263281851572","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17106|CBF1_YEAST","sp|P17106|CBF1_YEAST","0.830199896883425","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17255|VATA_YEAST","sp|P17255|VATA_YEAST","0.831710876867739","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17442|PHO81_YEAST","sp|P17442|PHO81_YEAST","0.779649768157656","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17629|HPR1_YEAST","sp|P17629|HPR1_YEAST","0.783090200607989","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17695|GLRX2_YEAST","sp|P17695|GLRX2_YEAST","0.919766135232623","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17709|HXKG_YEAST","sp|P17709|HXKG_YEAST","0.863535080696924","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17891|CLC1_YEAST","sp|P17891|CLC1_YEAST","0.926486548772541","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P17967|PDI_YEAST","sp|P17967|PDI_YEAST","0.829566296240642","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P18759|SEC18_YEAST","sp|P18759|SEC18_YEAST","0.801294240532588","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P18852|GBG_YEAST","sp|P18852|GBG_YEAST","1.05316150196853","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19097|FAS2_YEAST","sp|P19097|FAS2_YEAST","0.829195344951943","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19358|METK2_YEAST","sp|P19358|METK2_YEAST","0.825268153002552","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19414|ACON_YEAST","sp|P19414|ACON_YEAST","0.914199692459658","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19454|CSK22_YEAST","sp|P19454|CSK22_YEAST","0.84575140065906","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19524|MYO2_YEAST","sp|P19524|MYO2_YEAST","0.837320411464995","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19812|UBR1_YEAST","sp|P19812|UBR1_YEAST","0.826189850582708","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P20051|PYRC_YEAST","sp|P20051|PYRC_YEAST","0.911239051316981","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P20081|FKBP_YEAST","sp|P20081|FKBP_YEAST","0.997406404419689","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P20436|RPAB3_YEAST","sp|P20436|RPAB3_YEAST","0.904132760409915","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P20459|IF2A_YEAST","sp|P20459|IF2A_YEAST","0.8984970893847","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21242|PSA7_YEAST","sp|P21242|PSA7_YEAST","0.916207158110868","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21269|CCA1_YEAST","sp|P21269|CCA1_YEAST","0.813657657190486","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21560|CBP3_YEAST","sp|P21560|CBP3_YEAST","1.1804721432724","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21576|VPS1_YEAST","sp|P21576|VPS1_YEAST","0.831094658201486","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21965|MCK1_YEAST","sp|P21965|MCK1_YEAST","0.829057180715521","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22137|CLH_YEAST","sp|P22137|CLH_YEAST","0.832287064310959","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22140|EPT1_YEAST","sp|P22140|EPT1_YEAST","0.994324408473499","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22146|GAS1_YEAST","sp|P22146|GAS1_YEAST","0.819590217300862","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22147|XRN1_YEAST","sp|P22147|XRN1_YEAST","0.87520977653975","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22202|HSP74_YEAST","sp|P22202|HSP74_YEAST","0.89640145179874","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22515|UBA1_YEAST","sp|P22515|UBA1_YEAST","0.803978803769542","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22768|ASSY_YEAST","sp|P22768|ASSY_YEAST","0.807804075318527","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23180|AIM17_YEAST","sp|P23180|AIM17_YEAST","0.815066405480694","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23254|TKT1_YEAST","sp|P23254|TKT1_YEAST","0.834691855002816","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23291|KC11_YEAST","sp|P23291|KC11_YEAST","0.878142680415564","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23301|IF5A1_YEAST","sp|P23301|IF5A1_YEAST","0.855882132097511","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23337|GYS1_YEAST","sp|P23337|GYS1_YEAST","0.788070096073779","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23542|AATC_YEAST","sp|P23542|AATC_YEAST","0.782540026728318","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23638|PSA3_YEAST","sp|P23638|PSA3_YEAST","0.80359821601909","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23643|VPS3_YEAST","sp|P23643|VPS3_YEAST","0.953072705401768","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23724|PSB6_YEAST","sp|P23724|PSB6_YEAST","0.807339697596388","0","0","conditionB-conditionA","YEAST","1","-1"
"sp|P24276|SSD1_YEAST","sp|P24276|SSD1_YEAST","0.81276737600002","0","0","conditionB-conditionA","YEAST","1","-1"
